[1257, 905]
[chapter-title, [304.0, 39.0, 194.0, 30.0], shoonya_7sHLGIYQVUSDGS, 5776795]
[paragraph, [87.0, 77.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 95.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 113.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 131.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 149.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 167.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 185.0, 630.0, 18.0], shoonya_3sVTIJBZ6H7QZ4, 5776795]
[paragraph, [87.0, 205.0, 630.0, 18.0], shoonya_4sNG64Y3LA6XIZ, 5776795]
[paragraph, [87.0, 223.0, 630.0, 18.0], shoonya_4sNG64Y3LA6XIZ, 5776795]
[paragraph, [88.0, 258.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 276.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 294.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 312.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 330.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 348.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 366.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [88.0, 384.0, 631.0, 18.0], shoonya_2sXCBJWKMOYKC8, 5776795]
[paragraph, [89.0, 407.0, 627.0, 18.0], shoonya_0sB0IM6D03E50D, 5776795]
[paragraph, [89.0, 425.0, 627.0, 18.0], shoonya_0sB0IM6D03E50D, 5776795]
[paragraph, [89.0, 443.0, 627.0, 18.0], shoonya_0sB0IM6D03E50D, 5776795]
[paragraph, [89.0, 461.0, 627.0, 18.0], shoonya_0sB0IM6D03E50D, 5776795]
[paragraph, [89.0, 479.0, 627.0, 18.0], shoonya_0sB0IM6D03E50D, 5776795]
[paragraph, [89.0, 497.0, 627.0, 18.0], shoonya_0sB0IM6D03E50D, 5776795]
