[842, 595]
[chapter-title, [210.0, 63.0, 200.0, 30.0], fEpJfACVPw, 5773783]
[chapter-title, [210.0, 93.0, 200.0, 30.0], fEpJfACVPw, 5773783]
[paragraph, [42.0, 145.0, 525.0, 18.0], 5_mYDSjFPm, 5773783]
[paragraph, [42.0, 163.0, 525.0, 18.0], 5_mYDSjFPm, 5773783]
[paragraph, [42.0, 181.0, 525.0, 18.0], 5_mYDSjFPm, 5773783]
[paragraph, [42.0, 199.0, 525.0, 18.0], 5_mYDSjFPm, 5773783]
[section-title, [36.0, 215.0, 314.0, 30.0], Kf_qnq8uI4, 5773783]
[ordered-list, [31.0, 246.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 264.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 282.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 300.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 318.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 336.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 354.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 372.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 390.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [31.0, 408.0, 537.0, 18.0], upJCFgUbVM, 5773783]
[ordered-list, [34.0, 457.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 475.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 493.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 511.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 529.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 547.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 565.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 583.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 601.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 619.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 637.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 655.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 673.0, 533.0, 18.0], femed5Mhmn, 5773783]
[ordered-list, [34.0, 691.0, 533.0, 18.0], femed5Mhmn, 5773783]
[sub-section-title, [26.0, 711.0, 542.0, 25.5], VuHmvt-QMK, 5773783]
[sub-section-title, [26.0, 736.5, 542.0, 25.5], VuHmvt-QMK, 5773783]
[paragraph, [78.0, 765.0, 489.0, 18.0], tPl9EwLIfG, 5773783]
