[1725, 1313]
[section-title, [220.0, 127.0, 323.0, 49.5], shoonya_7s5JBHEKMEUA7F, 5771517]
[section-title, [220.0, 176.5, 323.0, 49.5], shoonya_7s5JBHEKMEUA7F, 5771517]
[headline, [781.0, 142.0, 265.0, 37.5], 1R4DO0T4hL, 5771517]
[headline, [781.0, 179.5, 265.0, 37.5], 1R4DO0T4hL, 5771517]
[headline, [781.0, 217.0, 265.0, 37.5], 1R4DO0T4hL, 5771517]
[headline, [781.0, 254.5, 265.0, 37.5], 1R4DO0T4hL, 5771517]
[paragraph, [115.0, 244.0, 536.0, 36.0], shoonya_5sYT9W0K8GGEHF, 5771517]
[paragraph, [115.0, 280.0, 536.0, 36.0], shoonya_5sYT9W0K8GGEHF, 5771517]
[paragraph, [115.0, 316.0, 536.0, 36.0], shoonya_5sYT9W0K8GGEHF, 5771517]
[paragraph, [115.0, 352.0, 536.0, 36.0], shoonya_5sYT9W0K8GGEHF, 5771517]
[paragraph, [115.0, 388.0, 536.0, 36.0], shoonya_5sYT9W0K8GGEHF, 5771517]
[paragraph, [115.0, 424.0, 536.0, 36.0], shoonya_5sYT9W0K8GGEHF, 5771517]
[quote, [671.0, 353.0, 290.0, 36.0], h_jHCJ798v, 5771517]
[paragraph, [114.0, 472.0, 539.0, 36.0], shoonya_6sIFJIN9J0OH8W, 5771517]
[paragraph, [114.0, 508.0, 539.0, 36.0], shoonya_6sIFJIN9J0OH8W, 5771517]
[section-title, [740.0, 653.0, 359.0, 49.5], shoonya_10sWZPPZAMKIU2, 5771517]
[section-title, [740.0, 702.5, 359.0, 49.5], shoonya_10sWZPPZAMKIU2, 5771517]
[paragraph, [654.0, 766.0, 537.0, 36.0], shoonya_9sC09O0PF9H4QQ, 5771517]
[paragraph, [654.0, 802.0, 537.0, 36.0], shoonya_9sC09O0PF9H4QQ, 5771517]
[paragraph, [654.0, 838.0, 537.0, 36.0], shoonya_9sC09O0PF9H4QQ, 5771517]
[paragraph, [118.0, 877.0, 485.0, 36.0], shoonya_8s0E617MUI082S, 5771517]
[paragraph, [118.0, 913.0, 485.0, 36.0], shoonya_8s0E617MUI082S, 5771517]
[paragraph, [118.0, 949.0, 485.0, 36.0], shoonya_8s0E617MUI082S, 5771517]
[paragraph, [118.0, 985.0, 485.0, 36.0], shoonya_8s0E617MUI082S, 5771517]
[paragraph, [118.0, 1021.0, 485.0, 36.0], shoonya_8s0E617MUI082S, 5771517]
[paragraph, [118.0, 1057.0, 485.0, 36.0], shoonya_8s0E617MUI082S, 5771517]
[paragraph, [118.0, 1134.0, 486.0, 36.0], shoonya_4s9HQOS3YAOVD9, 5771517]
[paragraph, [118.0, 1170.0, 486.0, 36.0], shoonya_4s9HQOS3YAOVD9, 5771517]
[paragraph, [118.0, 1206.0, 486.0, 36.0], shoonya_4s9HQOS3YAOVD9, 5771517]
[paragraph, [654.0, 1233.0, 533.0, 36.0], wGEuNllFVk, 5771517]
[paragraph, [652.0, 1304.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[paragraph, [652.0, 1340.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[paragraph, [652.0, 1376.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[paragraph, [652.0, 1412.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[paragraph, [652.0, 1448.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[paragraph, [652.0, 1484.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[paragraph, [652.0, 1520.0, 536.0, 36.0], shoonya_11sZVHZIDIGGQW, 5771517]
[folio, [579.0, 1573.0, 142.0, 36.0], lOwo1C5qXk, 5771517]
