[1425, 1088]
[section-title, [232.0, 142.0, 143.0, 30.0], shoonya_7sYCR6F04MXYT4, 5759374]
[section-title, [665.0, 142.0, 164.0, 30.0], shoonya_6sXVY3DL6M8CPU, 5759374]
[unordered-list, [560.0, 179.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 197.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 215.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 233.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 251.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 269.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 287.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 305.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 323.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 341.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 359.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 377.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [560.0, 395.0, 329.0, 18.0], QeSep1B1kp, 5759374]
[unordered-list, [122.0, 182.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 200.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 218.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 236.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 254.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 272.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 290.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 308.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 326.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 344.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 362.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[unordered-list, [122.0, 380.0, 346.0, 18.0], shoonya_1s2QBFABC19LL3, 5759374]
[section-title, [427.0, 460.0, 231.0, 30.0], RcQbd9nNZG, 5759374]
[unordered-list, [353.0, 494.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 512.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 530.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 548.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 566.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 584.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 602.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 620.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 638.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 656.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 674.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 692.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 710.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 728.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[unordered-list, [353.0, 746.0, 339.0, 18.0], LGSj5WMvmr, 5759374]
[paragraph, [104.0, 796.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 814.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 832.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 850.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 868.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 886.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 904.0, 845.0, 18.0], shoonya_3sEAYYL240YEXX, 5759374]
[paragraph, [104.0, 932.0, 835.0, 18.0], EFjCJzd9Cm, 5759374]
[paragraph, [104.0, 950.0, 835.0, 18.0], EFjCJzd9Cm, 5759374]
[paragraph, [104.0, 968.0, 835.0, 18.0], EFjCJzd9Cm, 5759374]
[unordered-list, [128.0, 1026.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1044.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1062.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1080.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1098.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1116.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1134.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1152.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1170.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1188.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1206.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1224.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[unordered-list, [128.0, 1242.0, 801.0, 18.0], shoonya_5sRIZOWXAEUN0X, 5759374]
[folio, [101.0, 1341.0, 155.0, 18.0], shoonya_2sIBT1BY9KV5EE, 5759374]
