[1806, 1262]
[paragraph, [647.0, 172.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 208.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 244.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 280.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 316.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 352.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 388.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 424.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 460.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 496.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 532.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 568.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 604.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 640.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 676.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 712.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 748.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 784.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 820.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 856.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 892.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 928.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 964.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1000.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1036.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1072.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1108.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1144.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1180.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1216.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1252.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [647.0, 1288.0, 497.0, 36.0], shoonya_1sJWXRAQ0E23VH, 5680474]
[paragraph, [104.0, 173.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 209.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 245.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 281.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 317.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 353.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 389.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 425.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 461.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 497.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 533.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 569.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [104.0, 605.0, 496.0, 36.0], shoonya_2sUKL6A6BBK5TM, 5680474]
[paragraph, [96.0, 710.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 746.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 782.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 818.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 854.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 890.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 926.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 962.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 998.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 1034.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [96.0, 1070.0, 507.0, 36.0], amtWnC7JR2, 5680474]
[paragraph, [138.0, 1149.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1185.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1221.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1257.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1293.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1329.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1365.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1401.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [138.0, 1437.0, 464.0, 36.0], shoonya_0sASVOC0TDL9VW, 5680474]
[paragraph, [642.0, 1368.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1404.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1440.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1476.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1512.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1548.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1584.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [642.0, 1620.0, 502.0, 36.0], 4bwVNc_9KW, 5680474]
[paragraph, [98.0, 1503.0, 495.0, 36.0], shoonya_3s2AMYCZ25TGNV, 5680474]
[paragraph, [98.0, 1539.0, 495.0, 36.0], shoonya_3s2AMYCZ25TGNV, 5680474]
[paragraph, [98.0, 1575.0, 495.0, 36.0], shoonya_3s2AMYCZ25TGNV, 5680474]
[paragraph, [98.0, 1611.0, 495.0, 36.0], shoonya_3s2AMYCZ25TGNV, 5680474]
[paragraph, [98.0, 1647.0, 495.0, 36.0], shoonya_3s2AMYCZ25TGNV, 5680474]
