[1365, 830]
[folio, [104.0, 66.0, 116.0, 18.0], shoonya_5s9LSB1WRS3CNA, 5782148]
[folio, [104.0, 84.0, 116.0, 18.0], shoonya_5s9LSB1WRS3CNA, 5782148]
[ordered-list, [92.0, 160.0, 650.0, 18.0], shoonya_2s99ENZ7SLF04B, 5782148]
[ordered-list, [92.0, 178.0, 650.0, 18.0], shoonya_2s99ENZ7SLF04B, 5782148]
[ordered-list, [92.0, 196.0, 650.0, 18.0], shoonya_2s99ENZ7SLF04B, 5782148]
[ordered-list, [92.0, 214.0, 650.0, 18.0], shoonya_2s99ENZ7SLF04B, 5782148]
[ordered-list, [92.0, 232.0, 650.0, 18.0], shoonya_2s99ENZ7SLF04B, 5782148]
[ordered-list, [92.0, 250.0, 650.0, 18.0], shoonya_2s99ENZ7SLF04B, 5782148]
[ordered-list, [92.0, 276.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 294.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 312.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 330.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 348.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 366.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 384.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 402.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 420.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 438.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 456.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 474.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 492.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 510.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 528.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 546.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[ordered-list, [92.0, 564.0, 653.0, 18.0], eOAbPgaow1, 5782148]
[sub-ordered-list, [102.0, 295.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 313.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 331.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 349.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 367.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 385.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 403.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 421.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 439.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 457.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 475.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 493.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 511.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 529.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[sub-ordered-list, [102.0, 547.0, 637.0, 18.0], shoonya_4s0DHHGW11531G, 5782148]
[figure-caption, [424.0, 1021.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1039.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1057.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1075.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1093.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1111.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1129.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [424.0, 1147.0, 297.0, 18.0], shoonya_6sE71D6AFJ9XU6, 5782148]
[figure-caption, [107.0, 1023.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1041.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1059.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1077.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1095.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1113.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1131.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [107.0, 1149.0, 285.0, 18.0], shoonya_7sG5HIP9AKAEMV, 5782148]
[figure-caption, [134.0, 1203.0, 605.0, 18.0], fnxfcLbE7Y, 5782148]
[figure-caption, [134.0, 1221.0, 605.0, 18.0], fnxfcLbE7Y, 5782148]
