[1303, 950]
[chapter-title, [214.0, 73.0, 355.0, 30.0], shoonya_0sGEGSW49WWZ9T, 5775739]
[paragraph, [80.0, 125.0, 650.0, 18.0], f5gfq0_gke, 5775739]
[paragraph, [80.0, 143.0, 650.0, 18.0], f5gfq0_gke, 5775739]
[paragraph, [81.0, 178.0, 503.0, 18.0], gaFiDN_hG3, 5775739]
[paragraph, [81.0, 203.0, 648.0, 18.0], IC_SmRJWDM, 5775739]
[paragraph, [81.0, 221.0, 648.0, 18.0], IC_SmRJWDM, 5775739]
[paragraph, [81.0, 239.0, 648.0, 18.0], IC_SmRJWDM, 5775739]
[paragraph, [81.0, 275.0, 648.0, 18.0], D4ARIVjRid, 5775739]
[paragraph, [81.0, 293.0, 648.0, 18.0], D4ARIVjRid, 5775739]
[paragraph, [80.0, 324.0, 602.0, 18.0], YqN-Fxo3qG, 5775739]
[paragraph, [81.0, 355.0, 649.0, 18.0], bgLHcRui5N, 5775739]
[paragraph, [81.0, 373.0, 649.0, 18.0], bgLHcRui5N, 5775739]
[paragraph, [80.0, 402.0, 650.0, 18.0], 42r5Bl_7Xl, 5775739]
[paragraph, [80.0, 420.0, 650.0, 18.0], 42r5Bl_7Xl, 5775739]
[paragraph, [75.0, 449.0, 651.0, 18.0], MqsOPobhGC, 5775739]
[paragraph, [75.0, 467.0, 651.0, 18.0], MqsOPobhGC, 5775739]
[paragraph, [75.0, 485.0, 651.0, 18.0], MqsOPobhGC, 5775739]
[paragraph, [75.0, 503.0, 651.0, 18.0], MqsOPobhGC, 5775739]
[paragraph, [75.0, 521.0, 651.0, 18.0], MqsOPobhGC, 5775739]
[paragraph, [75.0, 539.0, 651.0, 18.0], MqsOPobhGC, 5775739]
[paragraph, [80.0, 577.0, 639.0, 18.0], aNp9q2913s, 5775739]
[paragraph, [80.0, 595.0, 639.0, 18.0], aNp9q2913s, 5775739]
[paragraph, [80.0, 613.0, 639.0, 18.0], aNp9q2913s, 5775739]
[paragraph, [80.0, 631.0, 639.0, 18.0], aNp9q2913s, 5775739]
[paragraph, [80.0, 649.0, 639.0, 18.0], aNp9q2913s, 5775739]
[paragraph, [80.0, 667.0, 639.0, 18.0], aNp9q2913s, 5775739]
[paragraph, [80.0, 698.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 716.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 734.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 752.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 770.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 788.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 806.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 824.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 842.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 860.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 878.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [80.0, 896.0, 639.0, 18.0], mL7s-MmCoB, 5775739]
[paragraph, [81.0, 922.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 940.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 958.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 976.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 994.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 1012.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 1030.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 1048.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 1066.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 1084.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
[paragraph, [81.0, 1102.0, 641.0, 18.0], njhc9SZ6Fp, 5775739]
