[567, 439]
[chapter-title, [244.0, 132.0, 180.0, 30.0], MbeFVcSQGg, 6459543]
[paragraph, [38.0, 194.0, 186.0, 18.0], u5jHM2CoLc, 6459543]
[paragraph, [38.0, 212.0, 186.0, 18.0], u5jHM2CoLc, 6459543]
[paragraph, [38.0, 230.0, 186.0, 18.0], u5jHM2CoLc, 6459543]
[paragraph, [38.0, 248.0, 186.0, 18.0], u5jHM2CoLc, 6459543]
[paragraph, [224.0, 197.0, 180.0, 18.0], f1wrYCF_iJ, 6459543]
[paragraph, [224.0, 215.0, 180.0, 18.0], f1wrYCF_iJ, 6459543]
[paragraph, [223.0, 248.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 266.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 284.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 302.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 320.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 338.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 356.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [223.0, 374.0, 181.0, 18.0], J-7tHmKYCq, 6459543]
[paragraph, [36.0, 267.0, 184.0, 18.0], VqmeLjAELY, 6459543]
[paragraph, [36.0, 285.0, 184.0, 18.0], VqmeLjAELY, 6459543]
[paragraph, [36.0, 303.0, 184.0, 18.0], VqmeLjAELY, 6459543]
[paragraph, [36.0, 321.0, 184.0, 18.0], VqmeLjAELY, 6459543]
[paragraph, [36.0, 339.0, 184.0, 18.0], VqmeLjAELY, 6459543]
[paragraph, [36.0, 357.0, 184.0, 18.0], VqmeLjAELY, 6459543]
[paragraph, [224.0, 393.0, 183.0, 18.0], xB4xwUtF8O, 6459543]
[paragraph, [224.0, 411.0, 183.0, 18.0], xB4xwUtF8O, 6459543]
[paragraph, [224.0, 429.0, 183.0, 18.0], xB4xwUtF8O, 6459543]
[paragraph, [224.0, 447.0, 183.0, 18.0], xB4xwUtF8O, 6459543]
[paragraph, [224.0, 465.0, 183.0, 18.0], xB4xwUtF8O, 6459543]
[paragraph, [224.0, 483.0, 183.0, 18.0], xB4xwUtF8O, 6459543]
[paragraph, [36.0, 394.0, 185.0, 18.0], fYODHBMnYV, 6459543]
[paragraph, [36.0, 412.0, 185.0, 18.0], fYODHBMnYV, 6459543]
[paragraph, [36.0, 430.0, 185.0, 18.0], fYODHBMnYV, 6459543]
[paragraph, [36.0, 448.0, 185.0, 18.0], fYODHBMnYV, 6459543]
[paragraph, [36.0, 466.0, 185.0, 18.0], fYODHBMnYV, 6459543]
[paragraph, [36.0, 484.0, 185.0, 18.0], fYODHBMnYV, 6459543]
