[1298, 853]
[section-title, [297.0, 68.0, 246.0, 30.0], shoonya_3s2NB9JLNPTPF2, 5710278]
[paragraph, [52.0, 115.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 133.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 151.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 169.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 187.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 205.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 223.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 241.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 259.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 277.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 295.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 313.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 331.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 349.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [52.0, 367.0, 742.0, 18.0], shoonya_0sMVYOVKMPXW8Q, 5710278]
[paragraph, [57.0, 392.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 410.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 428.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 446.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 464.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 482.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 500.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 518.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 536.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 554.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 572.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 590.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
[paragraph, [57.0, 608.0, 743.0, 18.0], shoonya_1s8F8MMOW7JAJN, 5710278]
