[1601, 1158]
[paragraph, [119.0, 87.0, 448.0, 36.0], shoonya_0s4TFDG189WN4G, 5695905]
[paragraph, [119.0, 123.0, 448.0, 36.0], shoonya_0s4TFDG189WN4G, 5695905]
[paragraph, [119.0, 159.0, 448.0, 36.0], shoonya_0s4TFDG189WN4G, 5695905]
[paragraph, [119.0, 195.0, 448.0, 36.0], shoonya_0s4TFDG189WN4G, 5695905]
[paragraph, [590.0, 87.0, 461.0, 36.0], xpGr1Ttivs, 5695905]
[paragraph, [590.0, 123.0, 461.0, 36.0], xpGr1Ttivs, 5695905]
[paragraph, [590.0, 159.0, 461.0, 36.0], xpGr1Ttivs, 5695905]
[paragraph, [590.0, 195.0, 461.0, 36.0], xpGr1Ttivs, 5695905]
[paragraph, [590.0, 231.0, 461.0, 36.0], xpGr1Ttivs, 5695905]
[paragraph, [119.0, 247.0, 446.0, 36.0], j6eiWwcC4Q, 5695905]
[paragraph, [119.0, 283.0, 446.0, 36.0], j6eiWwcC4Q, 5695905]
[paragraph, [119.0, 319.0, 446.0, 36.0], j6eiWwcC4Q, 5695905]
[paragraph, [119.0, 355.0, 446.0, 36.0], j6eiWwcC4Q, 5695905]
[paragraph, [119.0, 391.0, 446.0, 36.0], j6eiWwcC4Q, 5695905]
[paragraph, [119.0, 427.0, 446.0, 36.0], j6eiWwcC4Q, 5695905]
[paragraph, [581.0, 301.0, 463.0, 36.0], 0KfRMxWIi_, 5695905]
[paragraph, [581.0, 337.0, 463.0, 36.0], 0KfRMxWIi_, 5695905]
[paragraph, [581.0, 373.0, 463.0, 36.0], 0KfRMxWIi_, 5695905]
[paragraph, [581.0, 409.0, 463.0, 36.0], 0KfRMxWIi_, 5695905]
[paragraph, [581.0, 445.0, 463.0, 36.0], 0KfRMxWIi_, 5695905]
[paragraph, [581.0, 481.0, 463.0, 36.0], 0KfRMxWIi_, 5695905]
[paragraph, [118.0, 480.0, 456.0, 36.0], n2lTKEFuxI, 5695905]
[paragraph, [118.0, 516.0, 456.0, 36.0], n2lTKEFuxI, 5695905]
[paragraph, [118.0, 552.0, 456.0, 36.0], n2lTKEFuxI, 5695905]
[paragraph, [118.0, 588.0, 456.0, 36.0], n2lTKEFuxI, 5695905]
[paragraph, [582.0, 539.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 575.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 611.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 647.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 683.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 719.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 755.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 791.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 827.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 863.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 899.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 935.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 971.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1007.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1043.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1079.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1115.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1151.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1187.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1223.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1259.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1295.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1331.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1367.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
[paragraph, [582.0, 1403.0, 463.0, 36.0], ii8Psyf_VK, 5695905]
