[2339, 1653]
[folio, [1089.0, 330.0, 323.0, 36.0], aZu7LDnsSY, 5735785]
[folio, [231.0, 332.0, 206.0, 36.0], fRF3YwvY1k, 5735785]
[paragraph, [235.0, 376.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 412.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 448.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 484.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 520.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 556.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 592.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 628.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 664.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 700.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 736.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 772.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 808.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 844.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 880.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 916.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [235.0, 952.0, 581.0, 36.0], shoonya_2sXRPM523M40IX, 5735785]
[paragraph, [834.0, 387.0, 222.0, 36.0], shoonya_4sZ9MFRC8IRPIC, 5735785]
[paragraph, [834.0, 432.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 468.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 504.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 540.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 576.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 612.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 648.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 684.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 720.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 756.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 792.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 828.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 864.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 900.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 936.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 972.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 1008.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 1044.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 1080.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 1116.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 1152.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [834.0, 1188.0, 580.0, 36.0], shoonya_0sQSPJ40U9X6JV, 5735785]
[paragraph, [234.0, 1014.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1050.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1086.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1122.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1158.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1194.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1230.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1266.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1302.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1338.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1374.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1410.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[paragraph, [234.0, 1446.0, 581.0, 36.0], shoonya_3sZLH22MN0IFZU, 5735785]
[sidebar, [1452.0, 1104.0, 142.0, 36.0], sGrurwFbWM, 5735785]
[paragraph, [835.0, 1235.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1271.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1307.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1343.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1379.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1415.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1451.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1487.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1523.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1559.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1595.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1631.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1667.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1703.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1739.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1775.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1811.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1847.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [835.0, 1883.0, 581.0, 36.0], shoonya_1s40PV04H9ORH2, 5735785]
[paragraph, [237.0, 1500.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1536.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1572.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1608.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1644.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1680.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1716.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1752.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1788.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
[paragraph, [237.0, 1824.0, 575.0, 36.0], _PQs5dnTUD, 5735785]
