[3508, 2481]
[contact-info, [210.0, 96.0, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[contact-info, [210.0, 148.5, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[contact-info, [210.0, 201.0, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[contact-info, [210.0, 253.5, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[contact-info, [210.0, 306.0, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[contact-info, [210.0, 358.5, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[contact-info, [210.0, 411.0, 1934.0, 52.5], shoonya_0sBCTRS4TR5F23, 6534755]
[website-link, [1708.0, 400.0, 443.0, 18.0], Zgp0PCgPFp, 6534755]
[website-link, [1708.0, 418.0, 443.0, 18.0], Zgp0PCgPFp, 6534755]
[website-link, [1708.0, 436.0, 443.0, 18.0], Zgp0PCgPFp, 6534755]
[section-title, [877.0, 480.0, 722.0, 93.0], V_ChoPacK-, 6534755]
[sub-section-title, [747.0, 735.0, 976.0, 73.5], ErBPZvDoMR, 6534755]
[dateline, [207.0, 995.0, 427.0, 52.5], ndlUpPnkB4, 6534755]
[dateline, [207.0, 1047.5, 427.0, 52.5], ndlUpPnkB4, 6534755]
[paragraph, [213.0, 1262.0, 328.0, 52.5], wOKtgpV6KK, 6534755]
[paragraph, [201.0, 1380.0, 2068.0, 52.5], lUdsax7v8A, 6534755]
[paragraph, [201.0, 1432.5, 2068.0, 52.5], lUdsax7v8A, 6534755]
[paragraph, [201.0, 1485.0, 2068.0, 52.5], lUdsax7v8A, 6534755]
[paragraph, [201.0, 1537.5, 2068.0, 52.5], lUdsax7v8A, 6534755]
[paragraph, [201.0, 1590.0, 2068.0, 52.5], lUdsax7v8A, 6534755]
[paragraph, [201.0, 1642.5, 2068.0, 52.5], lUdsax7v8A, 6534755]
[paragraph, [220.0, 1740.0, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 1792.5, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 1845.0, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 1897.5, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 1950.0, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 2002.5, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 2055.0, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 2107.5, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 2160.0, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[paragraph, [220.0, 2212.5, 2043.0, 52.5], _QK2oLlaZH, 6534755]
[sub-section-title, [207.0, 2456.0, 601.0, 73.5], 73QwAhI_O5, 6534755]
[ordered-list, [192.0, 2596.0, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2648.5, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2701.0, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2753.5, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2806.0, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2858.5, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2911.0, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 2963.5, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 3016.0, 2093.0, 52.5], D1zOcRGcwl, 6534755]
[ordered-list, [192.0, 3068.5, 2093.0, 52.5], D1zOcRGcwl, 6534755]
