[1050, 693]
[folio, [81.0, 77.0, 85.0, 18.0], shoonya_2sIE7R3S3RYSQ1, 5701900]
[folio, [81.0, 95.0, 85.0, 18.0], shoonya_2sIE7R3S3RYSQ1, 5701900]
[paragraph, [78.0, 121.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 139.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 157.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 175.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 193.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 211.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 229.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 247.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 265.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 283.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 301.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 319.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 337.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 355.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 373.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 391.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 409.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 427.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 445.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 463.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 481.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 499.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [78.0, 517.0, 542.0, 18.0], shoonya_0sT3ZSWGDICJ2P, 5701900]
[paragraph, [67.0, 547.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 565.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 583.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 601.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 619.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 637.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 655.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 673.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 691.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 709.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [67.0, 727.0, 549.0, 18.0], uKvLROuciO, 5701900]
[paragraph, [78.0, 759.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 777.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 795.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 813.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 831.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 849.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 867.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 885.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 903.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 921.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 939.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
[paragraph, [78.0, 957.0, 535.0, 18.0], shoonya_1s74Q508SUICFR, 5701900]
