[1388, 886]
[folio, [347.0, 85.0, 207.0, 18.0], vfLAgXfga-, 5742532]
[paragraph, [31.0, 133.0, 404.0, 18.0], shoonya_0sUFIN5KSZDCEP, 5742532]
[paragraph, [31.0, 151.0, 404.0, 18.0], shoonya_0sUFIN5KSZDCEP, 5742532]
[paragraph, [31.0, 169.0, 404.0, 18.0], shoonya_0sUFIN5KSZDCEP, 5742532]
[paragraph, [449.0, 141.0, 403.0, 18.0], mHB2Bt6QLZ, 5742532]
[paragraph, [449.0, 159.0, 403.0, 18.0], mHB2Bt6QLZ, 5742532]
[paragraph, [449.0, 177.0, 403.0, 18.0], mHB2Bt6QLZ, 5742532]
[paragraph, [449.0, 195.0, 403.0, 18.0], mHB2Bt6QLZ, 5742532]
[paragraph, [449.0, 213.0, 403.0, 18.0], mHB2Bt6QLZ, 5742532]
[paragraph, [33.0, 212.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 230.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 248.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 266.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 284.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 302.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 320.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 338.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 356.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 374.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 392.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 410.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 428.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 446.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 464.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 482.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 500.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 518.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 536.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 554.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [33.0, 572.0, 394.0, 18.0], VMFtvzhpjA, 5742532]
[paragraph, [444.0, 245.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 263.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 281.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 299.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 317.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 335.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 353.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 371.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 389.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 407.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 425.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 443.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 461.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 479.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 497.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 515.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[paragraph, [444.0, 533.0, 403.0, 18.0], Q_btQsDiMQ, 5742532]
[author, [630.0, 557.0, 218.0, 18.0], FYqzLlvNKv, 5742532]
[author, [630.0, 575.0, 218.0, 18.0], FYqzLlvNKv, 5742532]
[section-title, [316.0, 648.0, 249.0, 30.0], dOL3KNM-Ap, 5742532]
[paragraph, [28.0, 725.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 743.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 761.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 779.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 797.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 815.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 833.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 851.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 869.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 887.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 905.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 923.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 941.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 959.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 977.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 995.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1013.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1031.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1049.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1067.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1085.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1103.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1121.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1139.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1157.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1175.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1193.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1211.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1229.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1247.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1265.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [28.0, 1283.0, 405.0, 18.0], jFh_8cncY1, 5742532]
[paragraph, [452.0, 728.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 746.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 764.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 782.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 800.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 818.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 836.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 854.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 872.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 890.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 908.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 926.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 944.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 962.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 980.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 998.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1016.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1034.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1052.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1070.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1088.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1106.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1124.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1142.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1160.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1178.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1196.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1214.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1232.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1250.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1268.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[paragraph, [452.0, 1286.0, 401.0, 18.0], shoonya_1sEJ1TNPBTCLDR, 5742532]
[footnote, [558.0, 1352.0, 283.0, 18.0], -0YJPZSMZk, 5742532]
