[2200, 1700]
[paragraph, [308.0, 68.0, 1072.0, 36.0], shoonya_0sJTYEELRTHN0M, 5730616]
[paragraph, [308.0, 104.0, 1072.0, 36.0], shoonya_0sJTYEELRTHN0M, 5730616]
[paragraph, [308.0, 140.0, 1072.0, 36.0], shoonya_0sJTYEELRTHN0M, 5730616]
[paragraph, [308.0, 176.0, 1072.0, 36.0], shoonya_0sJTYEELRTHN0M, 5730616]
[paragraph, [297.0, 238.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 274.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 310.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 346.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 382.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 418.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 454.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 490.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 526.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 562.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 598.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 634.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 670.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 706.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 742.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 778.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 814.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 850.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 886.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 922.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 958.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 994.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1030.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1066.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1102.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1138.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1174.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1210.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1246.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1282.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1318.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1354.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1390.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1426.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1462.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1498.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1534.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1570.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [297.0, 1606.0, 1085.0, 36.0], shoonya_2sR4WT2Z7J2D9E, 5730616]
[paragraph, [293.0, 1646.0, 1079.0, 36.0], shoonya_1s9B778W0NND3R, 5730616]
[paragraph, [293.0, 1682.0, 1079.0, 36.0], shoonya_1s9B778W0NND3R, 5730616]
[paragraph, [293.0, 1718.0, 1079.0, 36.0], shoonya_1s9B778W0NND3R, 5730616]
[paragraph, [293.0, 1754.0, 1079.0, 36.0], shoonya_1s9B778W0NND3R, 5730616]
[paragraph, [293.0, 1790.0, 1079.0, 36.0], shoonya_1s9B778W0NND3R, 5730616]
[paragraph, [292.0, 1822.0, 1078.0, 36.0], i3RdcHrHjP, 5730616]
[paragraph, [292.0, 1858.0, 1078.0, 36.0], i3RdcHrHjP, 5730616]
[paragraph, [292.0, 1894.0, 1078.0, 36.0], i3RdcHrHjP, 5730616]
[folio, [403.0, 2006.0, 365.0, 36.0], 55GUhHZyNH, 5730616]
