[2200, 1656]
[paragraph, [828.0, 114.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 150.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 186.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 222.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 258.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 294.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 330.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 366.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 402.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 438.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 474.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 510.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 546.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 582.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 618.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 654.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 690.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [828.0, 726.0, 781.0, 36.0], shoonya_1s0RSA1UWCEJN4, 5653691]
[paragraph, [60.0, 123.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 159.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 195.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 231.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 267.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 303.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 339.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 375.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 411.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 447.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 483.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 519.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 555.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 591.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [60.0, 627.0, 751.0, 36.0], shoonya_0sKV8GXG9G8OUK, 5653691]
[paragraph, [108.0, 696.0, 698.0, 36.0], shoonya_7sIMGXA0D99OBQ, 5653691]
[paragraph, [66.0, 751.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 787.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 823.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 859.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 895.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 931.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 967.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1003.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1039.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1075.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1111.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1147.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1183.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1219.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1255.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [66.0, 1291.0, 599.0, 36.0], L60hv129iC, 5653691]
[paragraph, [990.0, 774.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 810.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 846.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 882.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 918.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 954.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 990.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1026.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1062.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1098.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1134.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1170.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1206.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1242.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1278.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [990.0, 1314.0, 625.0, 36.0], shoonya_8sRZIOVN5XOZ9N, 5653691]
[paragraph, [69.0, 1343.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1379.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1415.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1451.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1487.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1523.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1559.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1595.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1631.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1667.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1703.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1739.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [69.0, 1775.0, 756.0, 36.0], shoonya_2sYRAG8I5LNIIY, 5653691]
[paragraph, [855.0, 1379.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1415.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1451.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1487.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1523.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1559.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1595.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1631.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1667.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1703.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [855.0, 1739.0, 762.0, 36.0], shoonya_6s16GMZGWLE6KT, 5653691]
[paragraph, [859.0, 1787.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 1823.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 1859.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 1895.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 1931.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 1967.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 2003.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [859.0, 2039.0, 778.0, 36.0], shoonya_4sXWKUTTEPNQTB, 5653691]
[paragraph, [83.0, 1806.0, 748.0, 36.0], shoonya_3s0PFXL26FIBSO, 5653691]
[paragraph, [83.0, 1842.0, 748.0, 36.0], shoonya_3s0PFXL26FIBSO, 5653691]
[paragraph, [83.0, 1878.0, 748.0, 36.0], shoonya_3s0PFXL26FIBSO, 5653691]
