[1152, 739]
[paragraph, [94.0, 179.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 197.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 215.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 233.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 251.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 269.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 287.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 305.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 323.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 341.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 359.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 377.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 395.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 413.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 431.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 449.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 467.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 485.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 503.0, 545.0, 18.0], shoonya_1sYJNUZSXRS3JK, 5740967]
[paragraph, [94.0, 537.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 555.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 573.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 591.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 609.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 627.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 645.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 663.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 681.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 699.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 717.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 735.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 753.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 771.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 789.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 807.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 825.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 843.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 861.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 879.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 897.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 915.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 933.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 951.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 969.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 987.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[paragraph, [94.0, 1005.0, 549.0, 18.0], shoonya_0sQ9BT6HA42MXC, 5740967]
[footnote, [410.0, 1104.0, 285.0, 18.0], ooEMv5BLRj, 5740967]
