[1787, 1218]
[chapter-title, [348.0, 194.0, 511.0, 58.5], shoonya_2sZ9Z1NZ85DRF4, 5651689]
[author, [832.0, 302.0, 277.0, 36.0], -_rsluNz_m, 5651689]
[paragraph, [84.0, 400.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 436.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 472.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 508.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 544.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 580.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 616.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 652.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 688.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 724.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 760.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 796.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 832.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 868.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 904.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 940.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 976.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 1012.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 1048.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[paragraph, [84.0, 1084.0, 1025.0, 36.0], shoonya_0sZD7IYS4L07N9, 5651689]
[section-title, [106.0, 1133.0, 342.0, 49.5], wi5V61gnBO, 5651689]
[paragraph, [105.0, 1189.0, 1007.0, 36.0], shoonya_1s3QFQ454GGFQT, 5651689]
[paragraph, [105.0, 1225.0, 1007.0, 36.0], shoonya_1s3QFQ454GGFQT, 5651689]
[paragraph, [105.0, 1261.0, 1007.0, 36.0], shoonya_1s3QFQ454GGFQT, 5651689]
[paragraph, [105.0, 1297.0, 1007.0, 36.0], shoonya_1s3QFQ454GGFQT, 5651689]
[paragraph, [105.0, 1333.0, 1007.0, 36.0], shoonya_1s3QFQ454GGFQT, 5651689]
[paragraph, [105.0, 1369.0, 1007.0, 36.0], shoonya_1s3QFQ454GGFQT, 5651689]
[paragraph, [302.0, 1409.0, 525.0, 36.0], a4mOO5xyUH, 5651689]
[paragraph, [302.0, 1445.0, 525.0, 36.0], a4mOO5xyUH, 5651689]
[paragraph, [302.0, 1481.0, 525.0, 36.0], a4mOO5xyUH, 5651689]
[paragraph, [302.0, 1517.0, 525.0, 36.0], a4mOO5xyUH, 5651689]
[paragraph, [302.0, 1553.0, 525.0, 36.0], a4mOO5xyUH, 5651689]
[paragraph, [302.0, 1589.0, 525.0, 36.0], a4mOO5xyUH, 5651689]
