[864, 612]
[ordered-list, [94.0, 71.0, 305.0, 18.0], YItmCLSYEI, 5717376]
[ordered-list, [94.0, 89.0, 305.0, 18.0], YItmCLSYEI, 5717376]
[ordered-list, [56.0, 118.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 136.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 154.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 172.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 190.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 208.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 226.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 244.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 262.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 280.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 298.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[ordered-list, [56.0, 316.0, 501.0, 18.0], o5qwes_o7f, 5717376]
[sub-ordered-list, [70.0, 119.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 137.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 155.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 173.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 191.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 209.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 227.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 245.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[sub-ordered-list, [70.0, 263.0, 470.0, 18.0], 8B00z-f-7W, 5717376]
[ordered-list, [83.0, 399.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 417.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 435.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 453.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 471.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 489.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 507.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 525.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 543.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 561.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 579.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 597.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 615.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 633.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 651.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 669.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[ordered-list, [83.0, 687.0, 455.0, 18.0], JbcDM-fZH0, 5717376]
[sub-ordered-list, [92.0, 420.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 438.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 456.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 474.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 492.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 510.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 528.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 546.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 564.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 582.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 600.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 618.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 636.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 654.0, 443.0, 18.0], BozPh8Sj68, 5717376]
[sub-ordered-list, [92.0, 672.0, 443.0, 18.0], BozPh8Sj68, 5717376]
