[1004, 621]
[section-title, [205.0, 202.0, 209.0, 30.0], shoonya_0sH0U0K78P4251, 5741096]
[paragraph, [35.0, 270.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 288.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 306.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 324.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 342.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 360.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 378.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 396.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 414.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 432.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 450.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 468.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 486.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 504.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 522.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 540.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 558.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 576.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 594.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 612.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 630.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 648.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [35.0, 666.0, 556.0, 18.0], IimdNiNBKC, 5741096]
[paragraph, [38.0, 704.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 722.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 740.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 758.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 776.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 794.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 812.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 830.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 848.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 866.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 884.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 902.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
[paragraph, [38.0, 920.0, 547.0, 18.0], 0_zmhlShSe, 5741096]
