[864, 612]
[paragraph, [138.0, 71.0, 405.0, 18.0], shoonya_0s3TW1BIM4JD9D, 5717497]
[paragraph, [138.0, 89.0, 405.0, 18.0], shoonya_0s3TW1BIM4JD9D, 5717497]
[ordered-list, [144.0, 114.0, 393.0, 18.0], -AaHHBHMkf, 5717497]
[ordered-list, [144.0, 132.0, 393.0, 18.0], -AaHHBHMkf, 5717497]
[ordered-list, [144.0, 150.0, 393.0, 18.0], -AaHHBHMkf, 5717497]
[ordered-list, [144.0, 168.0, 393.0, 18.0], -AaHHBHMkf, 5717497]
[ordered-list, [144.0, 186.0, 393.0, 18.0], -AaHHBHMkf, 5717497]
[ordered-list, [61.0, 211.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 229.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 247.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 265.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 283.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 301.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 319.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 337.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 355.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 373.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 391.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 409.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 427.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 445.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 463.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 481.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 499.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 517.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 535.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 553.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 571.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 589.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 607.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 625.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 643.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 661.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 679.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 697.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 715.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 733.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[ordered-list, [61.0, 751.0, 476.0, 18.0], Oxs2JA1Sej, 5717497]
[sub-ordered-list, [70.0, 306.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 324.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 342.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 360.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 378.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 396.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 414.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 432.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 450.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 468.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 486.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 504.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 522.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 540.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 558.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [70.0, 576.0, 464.0, 18.0], 4UorhpjulC, 5717497]
[sub-ordered-list, [66.0, 612.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 630.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 648.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 666.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 684.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 702.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 720.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[sub-ordered-list, [66.0, 738.0, 469.0, 18.0], IdwxlznLG6, 5717497]
[subsub-ordered-list, [111.0, 693.0, 424.0, 18.0], WBEinOJ1SV, 5717497]
