[3509, 2480]
[paragraph, [336.0, 391.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 443.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 496.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 548.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 601.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 653.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 706.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 758.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 811.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 863.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 916.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 968.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 1021.0, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [336.0, 1073.5, 1825.0, 52.5], shoonya_0s9G5ZUXNDYPDR, 5724086]
[paragraph, [334.0, 1232.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1284.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1337.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1389.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1442.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1494.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1547.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1599.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1652.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1704.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1757.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1809.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1862.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1914.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 1967.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2019.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2072.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2124.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2177.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2229.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2282.0, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2334.5, 1829.0, 52.5], 7zOyiO9bnA, 5724086]
[paragraph, [334.0, 2437.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2489.5, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2542.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2594.5, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2647.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2699.5, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2752.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2804.5, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2857.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2909.5, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 2962.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 3014.5, 1823.0, 52.5], Ftxbae0C30, 5724086]
[paragraph, [334.0, 3067.0, 1823.0, 52.5], Ftxbae0C30, 5724086]
