[3508, 2481]
[contact-info, [804.0, 106.0, 857.0, 52.5], i6T5yS_YHA, 6534537]
[contact-info, [804.0, 158.5, 857.0, 52.5], i6T5yS_YHA, 6534537]
[contact-info, [222.0, 269.0, 716.0, 52.5], _Dyvz0SIhv, 6534537]
[contact-info, [222.0, 321.5, 716.0, 52.5], _Dyvz0SIhv, 6534537]
[contact-info, [222.0, 374.0, 716.0, 52.5], _Dyvz0SIhv, 6534537]
[section-title, [1013.0, 491.0, 425.0, 93.0], JpmYWxmqsj, 6534537]
[sub-section-title, [753.0, 722.0, 963.0, 73.5], XY-zUPydYA, 6534537]
[dateline, [212.0, 982.0, 406.0, 52.5], l0wWrOwc8n, 6534537]
[paragraph, [215.0, 1242.0, 315.0, 52.5], mgXXV-QrEv, 6534537]
[paragraph, [213.0, 1347.0, 2052.0, 52.5], shoonya_0sPPY54RJM1T8U, 6534537]
[paragraph, [213.0, 1399.5, 2052.0, 52.5], shoonya_0sPPY54RJM1T8U, 6534537]
[paragraph, [213.0, 1452.0, 2052.0, 52.5], shoonya_0sPPY54RJM1T8U, 6534537]
[paragraph, [213.0, 1504.5, 2052.0, 52.5], shoonya_0sPPY54RJM1T8U, 6534537]
[paragraph, [213.0, 1557.0, 2052.0, 52.5], shoonya_0sPPY54RJM1T8U, 6534537]
[paragraph, [213.0, 1609.5, 2052.0, 52.5], shoonya_0sPPY54RJM1T8U, 6534537]
[paragraph, [218.0, 1715.0, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 1767.5, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 1820.0, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 1872.5, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 1925.0, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 1977.5, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 2030.0, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 2082.5, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 2135.0, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[paragraph, [218.0, 2187.5, 2043.0, 52.5], shoonya_3s7FKVC4EL3H5G, 6534537]
[placeholder-text, [1917.0, 2544.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2562.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2580.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2598.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2616.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2634.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2652.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2670.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2688.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2706.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2724.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2742.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2760.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2778.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[placeholder-text, [1917.0, 2796.0, 344.0, 18.0], wczkeSA_JY, 6534537]
[contact-info, [209.0, 3276.0, 563.0, 52.5], 6Ch_X2iEdz, 6534537]
