[1987, 1270]
[folio, [598.0, 133.0, 93.0, 36.0], shoonya_1sTTK00EKA8NEL, 5682649]
[paragraph, [132.0, 192.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 228.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 264.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 300.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 336.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 372.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 408.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 444.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 480.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 516.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 552.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 588.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 624.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 660.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 696.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 732.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [132.0, 768.0, 1017.0, 36.0], shoonya_3sP07WX74ZFYZP, 5682649]
[paragraph, [125.0, 822.0, 1019.0, 36.0], shoonya_4s6JR7O7B3DVOU, 5682649]
[paragraph, [125.0, 858.0, 1019.0, 36.0], shoonya_4s6JR7O7B3DVOU, 5682649]
[paragraph, [174.0, 932.0, 187.0, 36.0], shoonya_5sHADYMQIA3JC3, 5682649]
[paragraph, [127.0, 982.0, 1016.0, 36.0], 77HzuzziBP, 5682649]
[paragraph, [127.0, 1018.0, 1016.0, 36.0], 77HzuzziBP, 5682649]
[paragraph, [126.0, 1088.0, 1017.0, 36.0], 8pzwAibdyg, 5682649]
[paragraph, [126.0, 1124.0, 1017.0, 36.0], 8pzwAibdyg, 5682649]
[paragraph, [126.0, 1160.0, 1017.0, 36.0], 8pzwAibdyg, 5682649]
[paragraph, [126.0, 1196.0, 1017.0, 36.0], 8pzwAibdyg, 5682649]
[paragraph, [126.0, 1232.0, 1017.0, 36.0], 8pzwAibdyg, 5682649]
[paragraph, [125.0, 1301.0, 1022.0, 36.0], ZyiK2o_zMb, 5682649]
[paragraph, [125.0, 1337.0, 1022.0, 36.0], ZyiK2o_zMb, 5682649]
[paragraph, [179.0, 1406.0, 458.0, 36.0], YxLjJwSLk3, 5682649]
[paragraph, [125.0, 1456.0, 1016.0, 36.0], 2s7toOzI5V, 5682649]
[paragraph, [125.0, 1492.0, 1016.0, 36.0], 2s7toOzI5V, 5682649]
[paragraph, [125.0, 1563.0, 1016.0, 36.0], Q-XHfEb3SP, 5682649]
[paragraph, [125.0, 1599.0, 1016.0, 36.0], Q-XHfEb3SP, 5682649]
[paragraph, [125.0, 1635.0, 1016.0, 36.0], Q-XHfEb3SP, 5682649]
[paragraph, [125.0, 1671.0, 1016.0, 36.0], Q-XHfEb3SP, 5682649]
[paragraph, [173.0, 1718.0, 635.0, 36.0], 5d6fTt72cY, 5682649]
[paragraph, [122.0, 1769.0, 1020.0, 36.0], hRhvmH7_aM, 5682649]
[paragraph, [122.0, 1805.0, 1020.0, 36.0], hRhvmH7_aM, 5682649]
