[1754, 1241]
[ordered-list, [183.0, 270.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 306.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 342.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 378.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 414.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 450.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 486.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 522.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 558.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 594.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 630.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 666.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 702.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 738.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 774.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[ordered-list, [183.0, 810.0, 948.0, 36.0], shoonya_0sETRWZCN8MW53, 5709000]
[sub-ordered-list, [190.0, 306.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 342.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 378.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 414.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 450.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 486.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 522.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 558.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 594.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 630.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 666.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 702.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 738.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 774.0, 937.0, 36.0], OxYCNLd05a, 5709000]
[sub-ordered-list, [190.0, 810.0, 937.0, 36.0], OxYCNLd05a, 5709000]
