[1565, 1152]
[author, [734.0, 56.0, 336.0, 36.0], wdCHvZ1RU2, 5722242]
[paragraph, [95.0, 117.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 153.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 189.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 225.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 261.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 297.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 333.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [95.0, 369.0, 370.0, 36.0], shoonya_1sSUMPWO87W5HP, 5722242]
[paragraph, [96.0, 432.0, 367.0, 36.0], shoonya_6s314KNBLGCFF5, 5722242]
[paragraph, [96.0, 468.0, 367.0, 36.0], shoonya_6s314KNBLGCFF5, 5722242]
[paragraph, [97.0, 543.0, 367.0, 36.0], shoonya_4sWO8HAEX4OT4P, 5722242]
[paragraph, [97.0, 579.0, 367.0, 36.0], shoonya_4sWO8HAEX4OT4P, 5722242]
[paragraph, [97.0, 615.0, 367.0, 36.0], shoonya_4sWO8HAEX4OT4P, 5722242]
[paragraph, [97.0, 651.0, 367.0, 36.0], shoonya_4sWO8HAEX4OT4P, 5722242]
[paragraph, [97.0, 687.0, 367.0, 36.0], shoonya_4sWO8HAEX4OT4P, 5722242]
[paragraph, [97.0, 738.0, 367.0, 36.0], shoonya_5s7MHMNQULFX7Z, 5722242]
[paragraph, [97.0, 774.0, 367.0, 36.0], shoonya_5s7MHMNQULFX7Z, 5722242]
[paragraph, [97.0, 810.0, 367.0, 36.0], shoonya_5s7MHMNQULFX7Z, 5722242]
[paragraph, [97.0, 846.0, 367.0, 36.0], shoonya_5s7MHMNQULFX7Z, 5722242]
[figure-caption, [554.0, 760.0, 478.0, 36.0], shoonya_10sLFV8DEBP4XW, 5722242]
[figure-caption, [554.0, 796.0, 478.0, 36.0], shoonya_10sLFV8DEBP4XW, 5722242]
[paragraph, [481.0, 919.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [481.0, 955.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [481.0, 991.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [481.0, 1027.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [481.0, 1063.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [481.0, 1099.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [481.0, 1135.0, 583.0, 36.0], shoonya_2sYS90OL6KOVUV, 5722242]
[paragraph, [95.0, 921.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 957.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 993.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1029.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1065.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1101.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1137.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1173.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1209.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1245.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1281.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1317.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1353.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1389.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [95.0, 1425.0, 369.0, 36.0], shoonya_0sL14OP1D1PCMZ, 5722242]
[paragraph, [481.0, 1186.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
[paragraph, [481.0, 1222.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
[paragraph, [481.0, 1258.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
[paragraph, [481.0, 1294.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
[paragraph, [481.0, 1330.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
[paragraph, [481.0, 1366.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
[paragraph, [481.0, 1402.0, 585.0, 36.0], shoonya_3sX20ZD7OAHVTN, 5722242]
