[2338, 1654]
[paragraph, [191.0, 191.0, 1264.0, 36.0], shoonya_3sJRVIJYDU82UA, 5753417]
[paragraph, [191.0, 227.0, 1264.0, 36.0], shoonya_3sJRVIJYDU82UA, 5753417]
[paragraph, [191.0, 263.0, 1264.0, 36.0], shoonya_3sJRVIJYDU82UA, 5753417]
[paragraph, [186.0, 312.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 348.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 384.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 420.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 456.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 492.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 528.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 564.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 600.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 636.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 672.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 708.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 744.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 780.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 816.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 852.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 888.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 924.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 960.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 996.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1032.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1068.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1104.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1140.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1176.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1212.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1248.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1284.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [186.0, 1320.0, 1276.0, 36.0], shoonya_1s94EYY1HFUDRS, 5753417]
[paragraph, [184.0, 1373.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1409.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1445.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1481.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1517.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1553.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1589.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1625.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1661.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1697.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1733.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1769.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1805.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1841.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1877.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1913.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1949.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 1985.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
[paragraph, [184.0, 2021.0, 1276.0, 36.0], shoonya_0sNG16LG5KT1N2, 5753417]
