[1240, 1755]
[folio, [184.0, 99.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 117.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 135.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 153.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 171.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 189.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 207.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 225.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 243.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[folio, [184.0, 261.0, 611.0, 18.0], shoonya_0sD2G8XMECLJRQ, 5763872]
[second-level-question, [912.0, 162.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 180.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 198.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 216.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 234.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 252.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 270.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 288.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[second-level-question, [912.0, 306.0, 704.0, 18.0], iq6C6Zs_CZ, 5763872]
[sidebar, [149.0, 276.0, 168.0, 18.0], k7MMzBBK5b, 5763872]
[sidebar, [462.0, 278.0, 329.0, 18.0], GW0P1AyVnu, 5763872]
[section-title, [440.0, 320.0, 114.0, 30.0], iEc2Ce6rq5, 5763872]
[section-title, [1211.0, 330.0, 144.0, 30.0], shoonya_6sO53JOALT8UBM, 5763872]
[sidebar, [686.0, 375.0, 155.0, 18.0], 1lR_2ZFfSF, 5763872]
[sidebar, [686.0, 393.0, 155.0, 18.0], 1lR_2ZFfSF, 5763872]
[sidebar, [1482.0, 441.0, 157.0, 18.0], YGMNgTBOYp, 5763872]
[sidebar, [1482.0, 459.0, 157.0, 18.0], YGMNgTBOYp, 5763872]
[second-level-question, [127.0, 452.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 470.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 488.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 506.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 524.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 542.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 560.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 578.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 596.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 614.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 632.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 650.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 668.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 686.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 704.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 722.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 740.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 758.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [127.0, 776.0, 581.0, 18.0], oIT8jpwzAt, 5763872]
[second-level-question, [906.0, 500.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 518.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 536.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 554.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 572.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 590.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 608.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 626.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 644.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 662.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 680.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 698.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 716.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 734.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 752.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 770.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 788.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 806.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 824.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 842.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 860.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 878.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 896.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 914.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 932.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 950.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 968.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[second-level-question, [906.0, 986.0, 763.0, 18.0], bf9QMNRwYV, 5763872]
[section-title, [436.0, 818.0, 120.0, 30.0], aPoy02bX2M, 5763872]
[sidebar, [680.0, 910.0, 142.0, 18.0], 38nwSvNVR1, 5763872]
[sidebar, [680.0, 928.0, 142.0, 18.0], 38nwSvNVR1, 5763872]
[second-level-question, [127.0, 952.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 970.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 988.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 1006.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 1024.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 1042.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 1060.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[second-level-question, [127.0, 1078.0, 592.0, 18.0], FoE0BEE9ST, 5763872]
[folio, [1215.0, 1086.0, 293.0, 18.0], HXUQLStuHv, 5763872]
[folio, [1215.0, 1104.0, 293.0, 18.0], HXUQLStuHv, 5763872]
