[872, 605]
[folio, [37.0, 35.0, 81.0, 18.0], yz4UPOCJA2, 6457040]
[paragraph, [304.0, 74.0, 259.0, 18.0], u3tQ54kybs, 6457040]
[paragraph, [304.0, 92.0, 259.0, 18.0], u3tQ54kybs, 6457040]
[paragraph, [35.0, 80.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 98.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 116.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 134.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 152.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 170.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 188.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 206.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [35.0, 224.0, 265.0, 18.0], Zfde0XnxzU, 6457040]
[paragraph, [329.0, 110.0, 226.0, 18.0], 6M5taYojwC, 6457040]
[paragraph, [301.0, 132.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 150.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 168.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 186.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 204.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 222.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 240.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [301.0, 258.0, 265.0, 18.0], 1q7Afc9sg_, 6457040]
[paragraph, [40.0, 253.0, 242.0, 18.0], 0KEGkqUhpb, 6457040]
[paragraph, [37.0, 275.0, 195.0, 18.0], cb3mPfjCCt, 6457040]
[paragraph, [37.0, 293.0, 195.0, 18.0], cb3mPfjCCt, 6457040]
[paragraph, [302.0, 281.0, 219.0, 18.0], iQElwBTI9r, 6457040]
[paragraph, [302.0, 299.0, 219.0, 18.0], iQElwBTI9r, 6457040]
[paragraph, [40.0, 313.0, 260.0, 18.0], fHD1y927J8, 6457040]
[paragraph, [40.0, 331.0, 260.0, 18.0], fHD1y927J8, 6457040]
[paragraph, [304.0, 318.0, 234.0, 18.0], MQSkIimAxD, 6457040]
[paragraph, [41.0, 366.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 384.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 402.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 420.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 438.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 456.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 474.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 492.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 510.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 528.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [41.0, 546.0, 263.0, 18.0], 8dvdJbFhiH, 6457040]
[paragraph, [304.0, 367.0, 263.0, 18.0], Q74RTidLBd, 6457040]
[paragraph, [304.0, 385.0, 263.0, 18.0], Q74RTidLBd, 6457040]
[paragraph, [304.0, 403.0, 263.0, 18.0], Q74RTidLBd, 6457040]
[paragraph, [304.0, 421.0, 263.0, 18.0], Q74RTidLBd, 6457040]
[paragraph, [304.0, 439.0, 263.0, 18.0], Q74RTidLBd, 6457040]
[paragraph, [306.0, 464.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 482.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 500.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 518.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 536.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 554.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 572.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 590.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 608.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 626.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[paragraph, [306.0, 644.0, 257.0, 18.0], ML6LrbqMWS, 6457040]
[reference, [37.0, 582.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 600.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 618.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 636.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 654.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 672.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 690.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 708.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 726.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 744.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 762.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 780.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [37.0, 798.0, 263.0, 18.0], xsfsB4Tj7G, 6457040]
[reference, [303.0, 672.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 690.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 708.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 726.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 744.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 762.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 780.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
[reference, [303.0, 798.0, 262.0, 18.0], Ip18lHXe7R, 6457040]
