[1448, 2048]
[section-title, [529.0, 428.0, 987.0, 30.0], shoonya_2sN9BAKS2PJ0MP, 6473571]
[section-title, [529.0, 458.0, 987.0, 30.0], shoonya_2sN9BAKS2PJ0MP, 6473571]
[section-title, [529.0, 488.0, 987.0, 30.0], shoonya_2sN9BAKS2PJ0MP, 6473571]
[section-title, [529.0, 518.0, 987.0, 30.0], shoonya_2sN9BAKS2PJ0MP, 6473571]
[unordered-list, [133.0, 570.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 588.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 606.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 624.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 642.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 660.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 678.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 696.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 714.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 732.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 750.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 768.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 786.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 804.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 822.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 840.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 858.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 876.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 894.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 912.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 930.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 948.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 966.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 984.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[unordered-list, [133.0, 1002.0, 1766.0, 18.0], EgF5uAc4iK, 6473571]
[folio, [496.0, 1284.0, 808.0, 18.0], IguUJqmLBu, 6473571]
[folio, [496.0, 1302.0, 808.0, 18.0], IguUJqmLBu, 6473571]
[folio, [496.0, 1320.0, 808.0, 18.0], IguUJqmLBu, 6473571]
[folio, [1388.0, 1289.0, 161.0, 18.0], RUcYSyDqy9, 6473571]
[folio, [1388.0, 1307.0, 161.0, 18.0], RUcYSyDqy9, 6473571]
[folio, [1388.0, 1325.0, 161.0, 18.0], RUcYSyDqy9, 6473571]
