[1298, 853]
[section-title, [189.0, 65.0, 464.0, 30.0], shoonya_4sIE1SY65GKRPC, 5710366]
[paragraph, [68.0, 115.0, 714.0, 18.0], shoonya_2s0UQ9KQTG0Y6F, 5710366]
[paragraph, [68.0, 133.0, 714.0, 18.0], shoonya_2s0UQ9KQTG0Y6F, 5710366]
[paragraph, [68.0, 151.0, 714.0, 18.0], shoonya_2s0UQ9KQTG0Y6F, 5710366]
[paragraph, [68.0, 169.0, 714.0, 18.0], shoonya_2s0UQ9KQTG0Y6F, 5710366]
[paragraph, [68.0, 187.0, 714.0, 18.0], shoonya_2s0UQ9KQTG0Y6F, 5710366]
[paragraph, [68.0, 205.0, 714.0, 18.0], shoonya_2s0UQ9KQTG0Y6F, 5710366]
[paragraph, [137.0, 236.0, 541.0, 18.0], VR5CKaxvY0, 5710366]
[paragraph, [137.0, 254.0, 541.0, 18.0], VR5CKaxvY0, 5710366]
[paragraph, [67.0, 279.0, 729.0, 18.0], SvpZWOqP4S, 5710366]
[paragraph, [67.0, 297.0, 729.0, 18.0], SvpZWOqP4S, 5710366]
[paragraph, [67.0, 315.0, 729.0, 18.0], SvpZWOqP4S, 5710366]
[paragraph, [67.0, 333.0, 729.0, 18.0], SvpZWOqP4S, 5710366]
[paragraph, [67.0, 351.0, 729.0, 18.0], SvpZWOqP4S, 5710366]
[paragraph, [67.0, 369.0, 729.0, 18.0], SvpZWOqP4S, 5710366]
[paragraph, [133.0, 400.0, 196.0, 18.0], 3kanm6Rmm9, 5710366]
[paragraph, [52.0, 425.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 443.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 461.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 479.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 497.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 515.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 533.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 551.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [52.0, 569.0, 747.0, 18.0], shoonya_0s1WQ4D3N0QSVR, 5710366]
[paragraph, [51.0, 597.0, 756.0, 18.0], Xzc7hab9Tb, 5710366]
[paragraph, [51.0, 615.0, 756.0, 18.0], Xzc7hab9Tb, 5710366]
[paragraph, [51.0, 633.0, 756.0, 18.0], Xzc7hab9Tb, 5710366]
[paragraph, [51.0, 651.0, 756.0, 18.0], Xzc7hab9Tb, 5710366]
[paragraph, [54.0, 676.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 694.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 712.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 730.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 748.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 766.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 784.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 802.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 820.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 838.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [54.0, 856.0, 754.0, 18.0], XNezVj_2k1, 5710366]
[paragraph, [73.0, 876.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 894.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 912.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 930.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 948.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 966.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 984.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 1002.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 1020.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[paragraph, [73.0, 1038.0, 712.0, 18.0], shoonya_3sX402YI5KOUCI, 5710366]
[folio, [691.0, 1194.0, 29.0, 18.0], shoonya_1sRT5TZS9SL0AO, 5710366]
