[2339, 1654]
[folio, [1281.0, 76.0, 260.0, 36.0], 6TF3af8ZC7, 5750550]
[paragraph, [98.0, 132.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 168.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 204.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 240.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 276.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 312.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 348.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [98.0, 384.0, 1434.0, 36.0], shoonya_2s3VNAJKGABSHW, 5750550]
[paragraph, [242.0, 463.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 499.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 535.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 571.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 607.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 643.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 679.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 715.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[paragraph, [242.0, 751.0, 1148.0, 36.0], J5FI9jYkGg, 5750550]
[reference, [1138.0, 796.0, 238.0, 36.0], 6vO4yQIx9N, 5750550]
[paragraph, [95.0, 856.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 892.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 928.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 964.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1000.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1036.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1072.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1108.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1144.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1180.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1216.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1252.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1288.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1324.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1360.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1396.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1432.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1468.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1504.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1540.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1576.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1612.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1648.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1684.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1720.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1756.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1792.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1828.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1864.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1900.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1936.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 1972.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 2008.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 2044.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[paragraph, [95.0, 2080.0, 1429.0, 36.0], shoonya_0sE5SMRO3HAHTQ, 5750550]
[reference, [98.0, 2219.0, 502.0, 36.0], shoonya_1sRMU5UL5Y2HF5, 5750550]
