[1759, 1162]
[folio, [246.0, 139.0, 243.0, 36.0], shoonya_3sC5XUMBUAQRX8, 5655177]
[paragraph, [240.0, 203.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 239.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 275.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 311.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 347.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 383.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 419.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 455.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 491.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 527.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 563.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 599.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 635.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 671.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [240.0, 707.0, 805.0, 36.0], shoonya_0sQ1S68CZWNTSP, 5655177]
[paragraph, [246.0, 777.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 813.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 849.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 885.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 921.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 957.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 993.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1029.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1065.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1101.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1137.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1173.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1209.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1245.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1281.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1317.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1353.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1389.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1425.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1461.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1497.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[paragraph, [246.0, 1533.0, 803.0, 36.0], shoonya_1s3UUJI9ILP60D, 5655177]
[footnote, [306.0, 1571.0, 368.0, 36.0], shoonya_4s3P7OVV0GAABM, 5655177]
