[1241, 798]
[folio, [86.0, 62.0, 143.0, 18.0], i7Bi7-KNDq, 5702615]
[folio, [86.0, 80.0, 143.0, 18.0], i7Bi7-KNDq, 5702615]
[paragraph, [90.0, 113.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 131.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 149.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 167.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 185.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 203.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 221.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 239.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 257.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 275.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 293.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [90.0, 311.0, 618.0, 18.0], shoonya_6sQN69KGVQMM9Y, 5702615]
[paragraph, [91.0, 347.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 365.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 383.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 401.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 419.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 437.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 455.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 473.0, 618.0, 18.0], shoonya_0sIH2N74FJLUOG, 5702615]
[paragraph, [91.0, 512.0, 617.0, 18.0], shoonya_7sCLE69QOP0AN7, 5702615]
[paragraph, [91.0, 530.0, 617.0, 18.0], shoonya_7sCLE69QOP0AN7, 5702615]
[paragraph, [91.0, 548.0, 617.0, 18.0], shoonya_7sCLE69QOP0AN7, 5702615]
[paragraph, [91.0, 566.0, 617.0, 18.0], shoonya_7sCLE69QOP0AN7, 5702615]
[paragraph, [91.0, 584.0, 617.0, 18.0], shoonya_7sCLE69QOP0AN7, 5702615]
[paragraph, [91.0, 602.0, 617.0, 18.0], shoonya_7sCLE69QOP0AN7, 5702615]
[paragraph, [88.0, 639.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 657.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 675.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 693.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 711.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 729.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 747.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 765.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 783.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [88.0, 801.0, 619.0, 18.0], shoonya_2sTMI78ALYOCXV, 5702615]
[paragraph, [92.0, 839.0, 616.0, 18.0], shoonya_1s9K3ARGD3ZL9W, 5702615]
[paragraph, [92.0, 857.0, 616.0, 18.0], shoonya_1s9K3ARGD3ZL9W, 5702615]
[paragraph, [92.0, 875.0, 616.0, 18.0], shoonya_1s9K3ARGD3ZL9W, 5702615]
[paragraph, [92.0, 893.0, 616.0, 18.0], shoonya_1s9K3ARGD3ZL9W, 5702615]
[paragraph, [90.0, 930.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 948.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 966.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 984.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 1002.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 1020.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 1038.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 1056.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 1074.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
[paragraph, [90.0, 1092.0, 618.0, 18.0], shoonya_3sAQS3MJ366WZC, 5702615]
