[1650, 1275]
[section-title, [452.0, 127.0, 415.0, 49.5], shoonya_0s2EO6AD27YYAR, 5780692]
[section-title, [452.0, 176.5, 415.0, 49.5], shoonya_0s2EO6AD27YYAR, 5780692]
[ordered-list, [159.0, 288.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 324.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 360.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 396.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 432.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 468.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 504.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 540.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 576.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 612.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 648.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 684.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 720.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 756.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 792.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 828.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 864.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 900.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 936.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[ordered-list, [159.0, 972.0, 1034.0, 36.0], u-p5Sicd6o, 5780692]
[sidebar, [1001.0, 290.0, 131.0, 36.0], i6K-GF4JGH, 5780692]
[sub-ordered-list, [266.0, 324.0, 906.0, 36.0], bw0asCG9yP, 5780692]
[sub-ordered-list, [266.0, 360.0, 906.0, 36.0], bw0asCG9yP, 5780692]
[sub-ordered-list, [266.0, 396.0, 906.0, 36.0], bw0asCG9yP, 5780692]
[sub-ordered-list, [266.0, 432.0, 906.0, 36.0], bw0asCG9yP, 5780692]
[sub-ordered-list, [266.0, 468.0, 906.0, 36.0], bw0asCG9yP, 5780692]
[sidebar, [999.0, 516.0, 124.0, 36.0], LsW58mX3Q4, 5780692]
[sub-ordered-list, [271.0, 545.0, 808.0, 36.0], QEnszkeBfg, 5780692]
[sub-ordered-list, [271.0, 581.0, 808.0, 36.0], QEnszkeBfg, 5780692]
[sub-ordered-list, [256.0, 726.0, 923.0, 36.0], t4qcSV9pib, 5780692]
[sub-ordered-list, [256.0, 762.0, 923.0, 36.0], t4qcSV9pib, 5780692]
[sub-ordered-list, [256.0, 798.0, 923.0, 36.0], t4qcSV9pib, 5780692]
[sidebar, [999.0, 869.0, 130.0, 36.0], gZgRFS89eV, 5780692]
[sub-ordered-list, [263.0, 899.0, 913.0, 36.0], n_kO92mESS, 5780692]
[sub-ordered-list, [263.0, 935.0, 913.0, 36.0], n_kO92mESS, 5780692]
[reference, [136.0, 1033.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1069.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1105.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1141.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1177.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1213.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1249.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1285.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1321.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1357.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1393.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1429.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
[reference, [136.0, 1465.0, 1084.0, 36.0], noLZ_TGOvJ, 5780692]
