[1492, 1000]
[folio, [413.0, 153.0, 204.0, 18.0], shoonya_1sZWIQ6AOYGZ1S, 5720363]
[paragraph, [183.0, 212.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 230.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 248.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 266.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 284.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 302.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 320.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 338.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 356.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 374.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 392.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 410.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 428.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 446.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [183.0, 464.0, 688.0, 18.0], kl-X6DX8C6, 5720363]
[paragraph, [237.0, 495.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 513.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 531.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 549.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 567.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 585.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 603.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 621.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 639.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 657.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 675.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 693.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 711.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 729.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 747.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 765.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 783.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 801.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 819.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 837.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 855.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 873.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 891.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 909.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 927.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 945.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 963.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 981.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 999.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1017.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1035.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1053.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1071.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1089.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1107.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1125.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1143.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1161.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1179.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1197.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1215.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1233.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1251.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1269.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1287.0, 549.0, 18.0], x1npEQJjcl, 5720363]
[paragraph, [237.0, 1305.0, 549.0, 18.0], x1npEQJjcl, 5720363]
