[2717, 1772]
[folio, [766.0, 234.0, 234.0, 46.5], DHXVRSKcFH, 5721756]
[paragraph, [219.0, 338.0, 1343.0, 46.5], shoonya_1sWP6H23K1UB1X, 5721756]
[paragraph, [219.0, 384.5, 1343.0, 46.5], shoonya_1sWP6H23K1UB1X, 5721756]
[paragraph, [219.0, 431.0, 1343.0, 46.5], shoonya_1sWP6H23K1UB1X, 5721756]
[paragraph, [219.0, 477.5, 1343.0, 46.5], shoonya_1sWP6H23K1UB1X, 5721756]
[paragraph, [219.0, 524.0, 1343.0, 46.5], shoonya_1sWP6H23K1UB1X, 5721756]
[paragraph, [225.0, 602.0, 1324.0, 46.5], JdSTLAYvJA, 5721756]
[paragraph, [225.0, 648.5, 1324.0, 46.5], JdSTLAYvJA, 5721756]
[paragraph, [343.0, 739.0, 917.0, 46.5], uvdZ2RchqT, 5721756]
[paragraph, [341.0, 812.0, 1054.0, 46.5], bCnMylaGI4, 5721756]
[paragraph, [225.0, 892.0, 1333.0, 46.5], qwpIyEHq4v, 5721756]
[paragraph, [225.0, 938.5, 1333.0, 46.5], qwpIyEHq4v, 5721756]
[paragraph, [225.0, 985.0, 1333.0, 46.5], qwpIyEHq4v, 5721756]
[paragraph, [225.0, 1031.5, 1333.0, 46.5], qwpIyEHq4v, 5721756]
[paragraph, [216.0, 1128.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1174.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1221.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1267.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1314.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1360.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1407.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1453.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1500.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1546.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1593.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1639.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1686.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1732.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1779.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1825.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1872.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1918.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 1965.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2011.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2058.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2104.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2151.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2197.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2244.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2290.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2337.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2383.5, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
[paragraph, [216.0, 2430.0, 1357.0, 46.5], shoonya_0sUU0UXHO5T91I, 5721756]
