[1545, 2000]
[section-title, [719.0, 129.0, 519.0, 49.5], 7YfdL6isHF, 6491000]
[section-title, [719.0, 178.5, 519.0, 49.5], 7YfdL6isHF, 6491000]
[folio, [1475.0, 134.0, 202.0, 36.0], WiyvGsLK6Y, 6491000]
[section-title, [52.0, 147.0, 536.0, 49.5], VXwg_HxfUL, 6491000]
[section-title, [52.0, 196.5, 536.0, 49.5], VXwg_HxfUL, 6491000]
[sub-section-title, [62.0, 307.0, 142.0, 36.0], 01FS3OfVmE, 6491000]
[contact-info, [709.0, 334.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 370.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 406.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 442.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 478.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 514.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 550.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 586.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 622.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[contact-info, [709.0, 658.0, 524.0, 36.0], 5uuvHV1JRE, 6491000]
[paragraph, [69.0, 361.0, 524.0, 36.0], w6jkOBnIMm, 6491000]
[paragraph, [69.0, 397.0, 524.0, 36.0], w6jkOBnIMm, 6491000]
[paragraph, [69.0, 433.0, 524.0, 36.0], w6jkOBnIMm, 6491000]
[paragraph, [69.0, 469.0, 524.0, 36.0], w6jkOBnIMm, 6491000]
[paragraph, [69.0, 505.0, 524.0, 36.0], w6jkOBnIMm, 6491000]
[sub-section-title, [64.0, 663.0, 137.0, 36.0], XE1cLZccQ1, 6491000]
[paragraph, [64.0, 726.0, 531.0, 36.0], pMgMpEfQTD, 6491000]
[paragraph, [64.0, 762.0, 531.0, 36.0], pMgMpEfQTD, 6491000]
[paragraph, [64.0, 798.0, 531.0, 36.0], pMgMpEfQTD, 6491000]
[paragraph, [64.0, 834.0, 531.0, 36.0], pMgMpEfQTD, 6491000]
[paragraph, [64.0, 870.0, 531.0, 36.0], pMgMpEfQTD, 6491000]
[headline, [1378.0, 1030.0, 534.0, 37.5], bSPi9nVhv-, 6491000]
[headline, [1378.0, 1067.5, 534.0, 37.5], bSPi9nVhv-, 6491000]
[headline, [1378.0, 1105.0, 534.0, 37.5], bSPi9nVhv-, 6491000]
[headline, [1378.0, 1142.5, 534.0, 37.5], bSPi9nVhv-, 6491000]
[headline, [1378.0, 1180.0, 534.0, 37.5], bSPi9nVhv-, 6491000]
[sub-section-title, [62.0, 1033.0, 144.0, 36.0], UjSyPRe_Sx, 6491000]
[paragraph, [62.0, 1088.0, 546.0, 36.0], BzzMgVhbah, 6491000]
[paragraph, [62.0, 1124.0, 546.0, 36.0], BzzMgVhbah, 6491000]
[paragraph, [62.0, 1160.0, 546.0, 36.0], BzzMgVhbah, 6491000]
[paragraph, [62.0, 1196.0, 546.0, 36.0], BzzMgVhbah, 6491000]
[paragraph, [62.0, 1232.0, 546.0, 36.0], BzzMgVhbah, 6491000]
[figure-caption, [1534.0, 1275.0, 391.0, 36.0], pN-Y8-JFWm, 6491000]
[figure-caption, [1534.0, 1311.0, 391.0, 36.0], pN-Y8-JFWm, 6491000]
[figure-caption, [1534.0, 1347.0, 391.0, 36.0], pN-Y8-JFWm, 6491000]
