[2334, 1650]
[paragraph, [276.0, 158.0, 1174.0, 36.0], shoonya_3sXYYHL5162JMR, 5652188]
[paragraph, [276.0, 194.0, 1174.0, 36.0], shoonya_3sXYYHL5162JMR, 5652188]
[paragraph, [276.0, 230.0, 1174.0, 36.0], shoonya_3sXYYHL5162JMR, 5652188]
[paragraph, [276.0, 266.0, 1174.0, 36.0], shoonya_3sXYYHL5162JMR, 5652188]
[paragraph, [276.0, 302.0, 1174.0, 36.0], shoonya_3sXYYHL5162JMR, 5652188]
[paragraph, [276.0, 338.0, 1174.0, 36.0], shoonya_3sXYYHL5162JMR, 5652188]
[paragraph, [261.0, 374.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 410.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 446.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 482.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 518.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 554.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 590.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 626.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 662.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 698.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 734.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 770.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 806.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 842.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 878.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 914.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 950.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [261.0, 986.0, 1220.0, 36.0], shoonya_1sJCQV9BW8P67L, 5652188]
[paragraph, [266.0, 1038.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1074.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1110.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1146.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1182.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1218.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1254.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1290.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [266.0, 1326.0, 1220.0, 36.0], shoonya_2sBG6K330X6KCL, 5652188]
[paragraph, [235.0, 1373.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1409.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1445.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1481.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1517.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1553.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1589.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1625.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1661.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1697.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1733.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1769.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1805.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1841.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1877.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1913.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1949.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[paragraph, [235.0, 1985.0, 1219.0, 36.0], shoonya_0sF41XL0GM8TWY, 5652188]
[folio, [351.0, 2098.0, 357.0, 36.0], FvGDr82S1C, 5652188]
