[911, 559]
[chapter-title, [160.0, 17.0, 249.0, 30.0], shoonya_0s4YHGQ7AREHTJ, 5775769]
[paragraph, [18.0, 55.0, 525.0, 18.0], 4cZcP1vFuO, 5775769]
[paragraph, [18.0, 73.0, 525.0, 18.0], 4cZcP1vFuO, 5775769]
[paragraph, [18.0, 91.0, 525.0, 18.0], 4cZcP1vFuO, 5775769]
[paragraph, [18.0, 109.0, 525.0, 18.0], 4cZcP1vFuO, 5775769]
[paragraph, [18.0, 127.0, 525.0, 18.0], 4cZcP1vFuO, 5775769]
[paragraph, [16.0, 154.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 172.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 190.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 208.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 226.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 244.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 262.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 280.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 298.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 316.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 334.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [16.0, 352.0, 528.0, 18.0], kozm1tH3By, 5775769]
[paragraph, [18.0, 368.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 386.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 404.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 422.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 440.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 458.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 476.0, 529.0, 18.0], BaTRsDmc9w, 5775769]
[paragraph, [18.0, 497.0, 533.0, 18.0], kiWMq7hGBV, 5775769]
[paragraph, [18.0, 515.0, 533.0, 18.0], kiWMq7hGBV, 5775769]
[paragraph, [18.0, 533.0, 533.0, 18.0], kiWMq7hGBV, 5775769]
[paragraph, [18.0, 558.0, 533.0, 18.0], Q64cErJy6O, 5775769]
[paragraph, [18.0, 576.0, 533.0, 18.0], Q64cErJy6O, 5775769]
[paragraph, [20.0, 600.0, 533.0, 18.0], Xb174M_ZTU, 5775769]
[paragraph, [20.0, 618.0, 533.0, 18.0], Xb174M_ZTU, 5775769]
[paragraph, [22.0, 654.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [22.0, 672.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [22.0, 690.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [22.0, 708.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [22.0, 726.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [22.0, 744.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [22.0, 762.0, 528.0, 18.0], IzKoIeTmSy, 5775769]
[paragraph, [24.0, 786.0, 535.0, 18.0], P8DhIQdb3z, 5775769]
[paragraph, [24.0, 804.0, 535.0, 18.0], P8DhIQdb3z, 5775769]
[paragraph, [24.0, 822.0, 535.0, 18.0], P8DhIQdb3z, 5775769]
[paragraph, [28.0, 856.0, 531.0, 18.0], 37ZcATek-d, 5775769]
[paragraph, [28.0, 874.0, 531.0, 18.0], 37ZcATek-d, 5775769]
