[3300, 2550]
[paragraph, [279.0, 285.0, 289.0, 52.5], shoonya_1s87XHJSADIBNK, 5720633]
[paragraph, [274.0, 389.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 441.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 494.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 546.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 599.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 651.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 704.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 756.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 809.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 861.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 914.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 966.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1019.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1071.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1124.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1176.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1229.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1281.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1334.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1386.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1439.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1491.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1544.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1596.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1649.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1701.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1754.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1806.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1859.0, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [274.0, 1911.5, 2020.0, 52.5], vN3IIwnV8J, 5720633]
[paragraph, [271.0, 2010.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2062.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2115.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2167.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2220.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2272.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2325.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2377.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2430.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2482.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2535.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2587.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2640.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2692.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2745.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2797.5, 2020.0, 52.5], Q0kRrr_etO, 5720633]
[paragraph, [271.0, 2850.0, 2020.0, 52.5], Q0kRrr_etO, 5720633]
