[2174, 1461]
[folio, [164.0, 145.0, 191.0, 36.0], eMwjhp02ui, 5655232]
[paragraph, [169.0, 262.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 298.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 334.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 370.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 406.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 442.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 478.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[paragraph, [169.0, 514.0, 1162.0, 36.0], shoonya_2sS64BGI0HOCO6, 5655232]
[section-title, [171.0, 603.0, 465.0, 52.5], mWDlIjlSab, 5655232]
[paragraph, [173.0, 710.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 746.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 782.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 818.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 854.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 890.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 926.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 962.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 998.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1034.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1070.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1106.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1142.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1178.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1214.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1250.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1286.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1322.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1358.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1394.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1430.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1466.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [173.0, 1502.0, 1169.0, 36.0], shoonya_0sOF2FP4CYPIOL, 5655232]
[paragraph, [180.0, 1613.0, 1158.0, 36.0], shoonya_1sYQVRY7LEC7L3, 5655232]
[paragraph, [180.0, 1649.0, 1158.0, 36.0], shoonya_1sYQVRY7LEC7L3, 5655232]
[paragraph, [180.0, 1685.0, 1158.0, 36.0], shoonya_1sYQVRY7LEC7L3, 5655232]
[paragraph, [180.0, 1721.0, 1158.0, 36.0], shoonya_1sYQVRY7LEC7L3, 5655232]
[paragraph, [180.0, 1757.0, 1158.0, 36.0], shoonya_1sYQVRY7LEC7L3, 5655232]
[paragraph, [180.0, 1793.0, 1158.0, 36.0], shoonya_1sYQVRY7LEC7L3, 5655232]
[reference, [180.0, 1902.0, 960.0, 36.0], shoonya_4sBF38XD5GSMKI, 5655232]
[reference, [180.0, 1938.0, 960.0, 36.0], shoonya_4sBF38XD5GSMKI, 5655232]
[reference, [180.0, 1974.0, 960.0, 36.0], shoonya_4sBF38XD5GSMKI, 5655232]
