[1755, 1241]
[folio, [676.0, 95.0, 350.0, 36.0], Mwr2HAc0UF, 5760313]
[paragraph, [230.0, 154.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 190.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 226.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 262.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 298.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 334.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 370.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 406.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 442.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [230.0, 478.0, 804.0, 36.0], shoonya_2sZ4MZZ81XYRG2, 5760313]
[paragraph, [292.0, 582.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[paragraph, [292.0, 618.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[paragraph, [292.0, 654.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[paragraph, [292.0, 690.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[paragraph, [292.0, 726.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[paragraph, [292.0, 762.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[paragraph, [292.0, 798.0, 711.0, 36.0], 8DDp2M-po9, 5760313]
[sidebar, [933.0, 583.0, 54.0, 36.0], 8bmtYPXG3p, 5760313]
[paragraph, [222.0, 874.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 910.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 946.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 982.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 1018.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 1054.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 1090.0, 809.0, 36.0], AuxZ8Jwy6T, 5760313]
[paragraph, [222.0, 1138.0, 801.0, 36.0], eu4ZqVXH94, 5760313]
[paragraph, [222.0, 1174.0, 801.0, 36.0], eu4ZqVXH94, 5760313]
[paragraph, [222.0, 1210.0, 801.0, 36.0], eu4ZqVXH94, 5760313]
[paragraph, [222.0, 1246.0, 801.0, 36.0], eu4ZqVXH94, 5760313]
[paragraph, [222.0, 1282.0, 801.0, 36.0], eu4ZqVXH94, 5760313]
[paragraph, [222.0, 1318.0, 801.0, 36.0], eu4ZqVXH94, 5760313]
[paragraph, [222.0, 1364.0, 809.0, 36.0], v1GLj2F9Jz, 5760313]
[paragraph, [222.0, 1400.0, 809.0, 36.0], v1GLj2F9Jz, 5760313]
[paragraph, [222.0, 1436.0, 809.0, 36.0], v1GLj2F9Jz, 5760313]
[paragraph, [222.0, 1472.0, 809.0, 36.0], v1GLj2F9Jz, 5760313]
[paragraph, [222.0, 1508.0, 809.0, 36.0], v1GLj2F9Jz, 5760313]
[paragraph, [229.0, 1559.0, 795.0, 36.0], shoonya_5sFYGG40OB4RW0, 5760313]
[paragraph, [229.0, 1595.0, 795.0, 36.0], shoonya_5sFYGG40OB4RW0, 5760313]
