[1240, 875]
[headline, [88.0, 111.0, 689.0, 25.5], shoonya_0sWJ6MBFDL1LB1, 5774273]
[headline, [88.0, 136.5, 689.0, 25.5], shoonya_0sWJ6MBFDL1LB1, 5774273]
[headline, [88.0, 162.0, 689.0, 25.5], shoonya_0sWJ6MBFDL1LB1, 5774273]
[paragraph, [57.0, 257.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 275.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 293.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 311.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 329.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 347.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 365.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 383.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 401.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 419.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 437.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 455.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 473.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 491.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 509.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 527.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 545.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 563.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 581.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 599.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 617.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 635.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 653.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 671.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 689.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 707.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 725.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 743.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 761.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 779.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 797.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 815.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 833.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 851.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 869.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 887.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 905.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 923.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 941.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 959.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 977.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 995.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1013.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1031.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1049.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1067.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1085.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1103.0, 774.0, 18.0], t-7u77cv2U, 5774273]
[paragraph, [57.0, 1121.0, 774.0, 18.0], t-7u77cv2U, 5774273]
