[1951, 1219]
[chapter-title, [457.0, 408.0, 218.0, 58.5], shoonya_0s4YN5TE6Q9U9E, 5682502]
[paragraph, [202.0, 577.0, 627.0, 36.0], bcxFOTbN16, 5682502]
[paragraph, [200.0, 643.0, 525.0, 36.0], 2j2NekJryc, 5682502]
[paragraph, [198.0, 703.0, 771.0, 36.0], as8KzHsNqY, 5682502]
[paragraph, [192.0, 759.0, 775.0, 36.0], VF0vHn7vrY, 5682502]
[paragraph, [118.0, 824.0, 972.0, 36.0], ylIt-2dy0P, 5682502]
[paragraph, [118.0, 860.0, 972.0, 36.0], ylIt-2dy0P, 5682502]
[paragraph, [118.0, 896.0, 972.0, 36.0], ylIt-2dy0P, 5682502]
[paragraph, [118.0, 932.0, 972.0, 36.0], ylIt-2dy0P, 5682502]
[paragraph, [208.0, 998.0, 503.0, 36.0], dwHydA-0L6, 5682502]
[paragraph, [114.0, 1060.0, 972.0, 36.0], fFqBoRZqG5, 5682502]
[paragraph, [114.0, 1096.0, 972.0, 36.0], fFqBoRZqG5, 5682502]
[paragraph, [114.0, 1132.0, 972.0, 36.0], fFqBoRZqG5, 5682502]
[paragraph, [114.0, 1179.0, 974.0, 36.0], nABwnI4Cdl, 5682502]
[paragraph, [114.0, 1215.0, 974.0, 36.0], nABwnI4Cdl, 5682502]
[paragraph, [114.0, 1251.0, 974.0, 36.0], nABwnI4Cdl, 5682502]
[paragraph, [114.0, 1287.0, 974.0, 36.0], nABwnI4Cdl, 5682502]
[paragraph, [114.0, 1361.0, 974.0, 36.0], 2Hc9P5nIEC, 5682502]
[paragraph, [114.0, 1397.0, 974.0, 36.0], 2Hc9P5nIEC, 5682502]
[paragraph, [114.0, 1433.0, 974.0, 36.0], 2Hc9P5nIEC, 5682502]
[paragraph, [114.0, 1469.0, 974.0, 36.0], 2Hc9P5nIEC, 5682502]
[paragraph, [214.0, 1533.0, 354.0, 36.0], KrQ6-hGtIC, 5682502]
[paragraph, [118.0, 1596.0, 980.0, 36.0], RQYbYr62N1, 5682502]
[paragraph, [118.0, 1632.0, 980.0, 36.0], RQYbYr62N1, 5682502]
[paragraph, [118.0, 1668.0, 980.0, 36.0], RQYbYr62N1, 5682502]
[paragraph, [118.0, 1704.0, 980.0, 36.0], RQYbYr62N1, 5682502]
[paragraph, [118.0, 1740.0, 980.0, 36.0], RQYbYr62N1, 5682502]
[paragraph, [118.0, 1776.0, 980.0, 36.0], RQYbYr62N1, 5682502]
