[1754, 1241]
[unordered-list, [111.0, 157.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 193.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 229.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 265.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 301.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 337.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 373.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 409.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 445.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [111.0, 481.0, 492.0, 36.0], shoonya_0sUXQO5YRO11UF, 5715527]
[unordered-list, [630.0, 159.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 195.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 231.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 267.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 303.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 339.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 375.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 411.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 447.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[unordered-list, [630.0, 483.0, 478.0, 36.0], shoonya_1sKNWKTZ3TCJ21, 5715527]
[section-title, [148.0, 607.0, 344.0, 49.5], 9apewfoRQ9, 5715527]
[section-title, [148.0, 656.5, 344.0, 49.5], 9apewfoRQ9, 5715527]
[section-title, [148.0, 706.0, 344.0, 49.5], 9apewfoRQ9, 5715527]
[paragraph, [516.0, 617.0, 464.0, 36.0], n1i1jUe8pU, 5715527]
[paragraph, [516.0, 653.0, 464.0, 36.0], n1i1jUe8pU, 5715527]
[paragraph, [516.0, 689.0, 464.0, 36.0], n1i1jUe8pU, 5715527]
[paragraph, [516.0, 725.0, 464.0, 36.0], n1i1jUe8pU, 5715527]
[paragraph, [516.0, 761.0, 464.0, 36.0], n1i1jUe8pU, 5715527]
[paragraph, [745.0, 848.0, 331.0, 36.0], shoonya_9sDPLKZSG8ILEP, 5715527]
[paragraph, [745.0, 884.0, 331.0, 36.0], shoonya_9sDPLKZSG8ILEP, 5715527]
[paragraph, [111.0, 850.0, 583.0, 36.0], shoonya_4s3R3G8CGMBTQU, 5715527]
[paragraph, [111.0, 886.0, 583.0, 36.0], shoonya_4s3R3G8CGMBTQU, 5715527]
[unordered-list, [99.0, 953.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 989.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1025.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1061.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1097.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1133.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1169.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1205.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1241.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1277.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1313.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1349.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1385.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1421.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1457.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1493.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1529.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1565.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1601.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [99.0, 1637.0, 613.0, 36.0], shoonya_3s2PZX6IIOOQXI, 5715527]
[unordered-list, [725.0, 956.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 992.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1028.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1064.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1100.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1136.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1172.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1208.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1244.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1280.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[unordered-list, [725.0, 1316.0, 392.0, 36.0], shoonya_2sVY8O9G6BWOMW, 5715527]
[paragraph, [723.0, 1365.0, 417.0, 36.0], vkOgnMqHbL, 5715527]
[paragraph, [723.0, 1401.0, 417.0, 36.0], vkOgnMqHbL, 5715527]
[paragraph, [723.0, 1437.0, 417.0, 36.0], vkOgnMqHbL, 5715527]
[paragraph, [723.0, 1473.0, 417.0, 36.0], vkOgnMqHbL, 5715527]
[unordered-list, [730.0, 1540.0, 313.0, 36.0], shoonya_6sU5VPKW4380JZ, 5715527]
[unordered-list, [730.0, 1576.0, 313.0, 36.0], shoonya_6sU5VPKW4380JZ, 5715527]
[unordered-list, [730.0, 1612.0, 313.0, 36.0], shoonya_6sU5VPKW4380JZ, 5715527]
