[1388, 886]
[folio, [348.0, 70.0, 213.0, 18.0], shoonya_1s9VUUSNVWRPBD, 5742534]
[paragraph, [32.0, 121.0, 394.0, 18.0], Rs7uZfVHrZ, 5742534]
[paragraph, [32.0, 139.0, 394.0, 18.0], Rs7uZfVHrZ, 5742534]
[paragraph, [32.0, 157.0, 394.0, 18.0], Rs7uZfVHrZ, 5742534]
[paragraph, [32.0, 175.0, 394.0, 18.0], Rs7uZfVHrZ, 5742534]
[paragraph, [32.0, 193.0, 394.0, 18.0], Rs7uZfVHrZ, 5742534]
[paragraph, [32.0, 211.0, 394.0, 18.0], Rs7uZfVHrZ, 5742534]
[paragraph, [447.0, 122.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 140.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 158.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 176.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 194.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 212.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 230.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 248.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 266.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 284.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 302.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 320.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 338.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 356.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 374.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 392.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 410.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 428.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 446.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 464.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 482.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 500.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 518.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 536.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 554.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 572.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 590.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 608.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 626.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 644.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 662.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 680.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 698.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 716.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 734.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 752.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 770.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 788.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 806.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 824.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 842.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 860.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 878.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 896.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 914.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 932.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 950.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 968.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 986.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1004.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1022.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1040.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1058.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1076.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1094.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1112.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1130.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1148.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1166.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1184.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1202.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1220.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1238.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1256.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1274.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [447.0, 1292.0, 418.0, 18.0], mUO2oqrMrG, 5742534]
[paragraph, [31.0, 238.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 256.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 274.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 292.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 310.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 328.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 346.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 364.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 382.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 400.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
[paragraph, [31.0, 418.0, 402.0, 18.0], 0V_M_1DIlz, 5742534]
