[2200, 1700]
[paragraph, [368.0, 108.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 144.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 180.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 216.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 252.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 288.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 324.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 360.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 396.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 432.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 468.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [368.0, 504.0, 1140.0, 36.0], shoonya_2sYK5YIRBUQP6Q, 5733747]
[paragraph, [373.0, 577.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 613.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 649.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 685.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 721.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 757.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 793.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 829.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 865.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 901.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 937.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 973.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1009.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1045.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1081.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1117.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1153.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1189.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1225.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1261.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1297.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1333.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1369.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [373.0, 1405.0, 1134.0, 36.0], shoonya_0sK21Y8K2YBBCP, 5733747]
[paragraph, [371.0, 1491.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1527.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1563.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1599.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1635.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1671.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1707.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1743.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1779.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1815.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1851.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1887.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1923.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1959.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
[paragraph, [371.0, 1995.0, 1134.0, 36.0], shoonya_1sON5GQE6OL1VO, 5733747]
