[1823, 1375]
[folio, [489.0, 184.0, 394.0, 36.0], shoonya_1sPPYFIKX312YQ, 5683459]
[paragraph, [701.0, 260.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 296.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 332.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 368.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 404.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 440.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 476.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 512.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 548.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 584.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 620.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [701.0, 656.0, 565.0, 36.0], shoonya_7sNP0BKIRGGBXI, 5683459]
[paragraph, [114.0, 262.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 298.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 334.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 370.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 406.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 442.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 478.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 514.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 550.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 586.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 622.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 658.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 694.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 730.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 766.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 802.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 838.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 874.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 910.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 946.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 982.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1018.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1054.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1090.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1126.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1162.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1198.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1234.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1270.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1306.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1342.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [114.0, 1378.0, 568.0, 36.0], shoonya_4sQYU1JMK5MLWD, 5683459]
[paragraph, [704.0, 723.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 759.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 795.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 831.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 867.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 903.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 939.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [704.0, 975.0, 562.0, 36.0], shoonya_8sQJ2Y08IH35LC, 5683459]
[paragraph, [705.0, 1041.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1077.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1113.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1149.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1185.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1221.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1257.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1293.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1329.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1365.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1401.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1437.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1473.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1509.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1545.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1581.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [705.0, 1617.0, 562.0, 36.0], shoonya_9sXGURET7FKUQ5, 5683459]
[paragraph, [117.0, 1455.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[paragraph, [117.0, 1491.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[paragraph, [117.0, 1527.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[paragraph, [117.0, 1563.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[paragraph, [117.0, 1599.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[paragraph, [117.0, 1635.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[paragraph, [117.0, 1671.0, 565.0, 36.0], shoonya_5sVX7H80RF7LQX, 5683459]
[quote, [765.0, 1671.0, 302.0, 36.0], gtUlqgWigq, 5683459]
