[2067, 1567]
[folio, [1240.0, 193.0, 131.0, 36.0], jv_MnTgyYA, 5736128]
[folio, [183.0, 197.0, 248.0, 36.0], QavXhziVQi, 5736128]
[paragraph, [191.0, 252.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 288.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 324.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 360.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 396.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 432.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 468.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [191.0, 504.0, 581.0, 36.0], shoonya_3sKRUNQKJNK2ZE, 5736128]
[paragraph, [790.0, 256.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 292.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 328.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 364.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 400.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 436.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 472.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 508.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 544.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 580.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 616.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [790.0, 652.0, 583.0, 36.0], shoonya_1sB9ZR0CPJOT0L, 5736128]
[paragraph, [193.0, 566.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 602.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 638.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 674.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 710.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 746.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 782.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 818.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 854.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 890.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 926.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 962.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [193.0, 998.0, 580.0, 36.0], shoonya_2s5D020KNX31E0, 5736128]
[paragraph, [790.0, 694.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 730.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 766.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 802.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 838.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 874.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 910.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 946.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 982.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 1018.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 1054.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [790.0, 1090.0, 581.0, 36.0], shoonya_5sWPDNY2X0T1S3, 5736128]
[paragraph, [191.0, 1051.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1087.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1123.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1159.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1195.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1231.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1267.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1303.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1339.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1375.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1411.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1447.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1483.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1519.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1555.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1591.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1627.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1663.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1699.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [191.0, 1735.0, 581.0, 36.0], shoonya_0sZ8F2W6M64EJ4, 5736128]
[paragraph, [793.0, 1140.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1176.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1212.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1248.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1284.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
[paragraph, [793.0, 1320.0, 579.0, 36.0], shoonya_4sGO7A4Z29QPYH, 5736128]
