[1240, 1755]
[folio, [256.0, 111.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 129.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 147.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 165.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 183.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 201.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 219.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 237.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 255.0, 559.0, 18.0], Z69eEMScER, 5764475]
[folio, [256.0, 273.0, 559.0, 18.0], Z69eEMScER, 5764475]
[second-level-question, [932.0, 153.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 171.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 189.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 207.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 225.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 243.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 261.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 279.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 297.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 315.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 333.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[second-level-question, [932.0, 351.0, 710.0, 18.0], shoonya_7sRF152C09DKD1, 5764475]
[sidebar, [146.0, 307.0, 168.0, 18.0], 6m_-NPcMbT, 5764475]
[sidebar, [440.0, 307.0, 342.0, 18.0], UDeBQPehiu, 5764475]
[section-title, [447.0, 353.0, 105.0, 30.0], RNEtbeXl-X, 5764475]
[sidebar, [633.0, 384.0, 144.0, 18.0], nSyE9RZOsZ, 5764475]
[second-level-question, [145.0, 423.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 441.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 459.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 477.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 495.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 513.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 531.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 549.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 567.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 585.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 603.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 621.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 639.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 657.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 675.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 693.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 711.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[second-level-question, [145.0, 729.0, 677.0, 18.0], shoonya_0sRCOIVXC17OR0, 5764475]
[sidebar, [1428.0, 467.0, 138.0, 18.0], JU3aK9fTPu, 5764475]
[second-level-question, [877.0, 498.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 516.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 534.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 552.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 570.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 588.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 606.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 624.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 642.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 660.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 678.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 696.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 714.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 732.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 750.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 768.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 786.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 804.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 822.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 840.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 858.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 876.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 894.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[second-level-question, [877.0, 912.0, 772.0, 18.0], shoonya_9sGBRFEMT1JI7R, 5764475]
[sidebar, [660.0, 866.0, 122.0, 18.0], pBBprBcnAi, 5764475]
[second-level-question, [144.0, 890.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 908.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 926.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 944.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 962.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 980.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 998.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 1016.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 1034.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[second-level-question, [144.0, 1052.0, 681.0, 18.0], shoonya_1sS2W8BNEZAL00, 5764475]
[folio, [1284.0, 1095.0, 244.0, 18.0], shoonya_2sQPGR292B1ZM6, 5764475]
