[1625, 1211]
[headline, [168.0, 77.0, 828.0, 37.5], PfDCdvjxsE, 5742733]
[sub-headline, [121.0, 152.0, 977.0, 36.0], I1EgiXXY37, 5742733]
[sub-headline, [121.0, 188.0, 977.0, 36.0], I1EgiXXY37, 5742733]
[paragraph, [73.0, 251.0, 350.0, 36.0], shoonya_9sSCGFJ6DWUGE6, 5742733]
[paragraph, [73.0, 287.0, 350.0, 36.0], shoonya_9sSCGFJ6DWUGE6, 5742733]
[paragraph, [73.0, 323.0, 350.0, 36.0], shoonya_9sSCGFJ6DWUGE6, 5742733]
[paragraph, [73.0, 359.0, 350.0, 36.0], shoonya_9sSCGFJ6DWUGE6, 5742733]
[paragraph, [436.0, 251.0, 336.0, 36.0], shoonya_2s4YCX6UQ52UK7, 5742733]
[paragraph, [436.0, 287.0, 336.0, 36.0], shoonya_2s4YCX6UQ52UK7, 5742733]
[paragraph, [436.0, 323.0, 336.0, 36.0], shoonya_2s4YCX6UQ52UK7, 5742733]
[paragraph, [790.0, 253.0, 340.0, 36.0], shoonya_1s5EU24CUXL72N, 5742733]
[paragraph, [790.0, 289.0, 340.0, 36.0], shoonya_1s5EU24CUXL72N, 5742733]
[paragraph, [790.0, 325.0, 340.0, 36.0], shoonya_1s5EU24CUXL72N, 5742733]
[paragraph, [790.0, 361.0, 340.0, 36.0], shoonya_1s5EU24CUXL72N, 5742733]
[paragraph, [436.0, 387.0, 339.0, 36.0], shoonya_10sPC0WSV2VU80, 5742733]
[paragraph, [436.0, 423.0, 339.0, 36.0], shoonya_10sPC0WSV2VU80, 5742733]
[paragraph, [436.0, 459.0, 339.0, 36.0], shoonya_10sPC0WSV2VU80, 5742733]
[paragraph, [436.0, 495.0, 339.0, 36.0], shoonya_10sPC0WSV2VU80, 5742733]
[paragraph, [436.0, 531.0, 339.0, 36.0], shoonya_10sPC0WSV2VU80, 5742733]
[paragraph, [436.0, 567.0, 339.0, 36.0], shoonya_10sPC0WSV2VU80, 5742733]
[paragraph, [794.0, 419.0, 337.0, 36.0], shoonya_4s1TQMR3QRGUDJ, 5742733]
[paragraph, [794.0, 455.0, 337.0, 36.0], shoonya_4s1TQMR3QRGUDJ, 5742733]
[paragraph, [794.0, 491.0, 337.0, 36.0], shoonya_4s1TQMR3QRGUDJ, 5742733]
[paragraph, [794.0, 527.0, 337.0, 36.0], shoonya_4s1TQMR3QRGUDJ, 5742733]
[paragraph, [77.0, 427.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 463.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 499.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 535.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 571.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 607.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 643.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [77.0, 679.0, 337.0, 36.0], shoonya_11sQWIQCDX9D4R, 5742733]
[paragraph, [794.0, 582.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 618.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 654.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 690.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 726.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 762.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 798.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 834.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [794.0, 870.0, 344.0, 36.0], shoonya_5s7OOGVY7KVSH1, 5742733]
[paragraph, [433.0, 610.0, 339.0, 36.0], shoonya_13s1GMWO508TY7, 5742733]
[paragraph, [433.0, 646.0, 339.0, 36.0], shoonya_13s1GMWO508TY7, 5742733]
[paragraph, [433.0, 682.0, 339.0, 36.0], shoonya_13s1GMWO508TY7, 5742733]
[paragraph, [433.0, 718.0, 339.0, 36.0], shoonya_13s1GMWO508TY7, 5742733]
[paragraph, [75.0, 722.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 758.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 794.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 830.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 866.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 902.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 938.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [75.0, 974.0, 340.0, 36.0], shoonya_7sK07NWRVA7SWY, 5742733]
[paragraph, [432.0, 775.0, 346.0, 36.0], e9zqr59hzA, 5742733]
[paragraph, [432.0, 811.0, 346.0, 36.0], e9zqr59hzA, 5742733]
[paragraph, [432.0, 847.0, 346.0, 36.0], e9zqr59hzA, 5742733]
[paragraph, [432.0, 883.0, 346.0, 36.0], e9zqr59hzA, 5742733]
[paragraph, [434.0, 933.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 969.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 1005.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 1041.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 1077.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 1113.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 1149.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [434.0, 1185.0, 343.0, 36.0], T74dlbqBU9, 5742733]
[paragraph, [798.0, 936.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 972.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1008.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1044.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1080.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1116.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1152.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1188.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1224.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1260.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1296.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1332.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [798.0, 1368.0, 337.0, 36.0], shoonya_0sI2661U1ECF50, 5742733]
[paragraph, [80.0, 1018.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1054.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1090.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1126.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1162.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1198.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1234.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1270.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [80.0, 1306.0, 338.0, 36.0], shoonya_6sK1R3CUBGKTD6, 5742733]
[paragraph, [437.0, 1252.0, 340.0, 36.0], 81TnN96-rw, 5742733]
[paragraph, [437.0, 1288.0, 340.0, 36.0], 81TnN96-rw, 5742733]
[paragraph, [437.0, 1324.0, 340.0, 36.0], 81TnN96-rw, 5742733]
[paragraph, [437.0, 1360.0, 340.0, 36.0], 81TnN96-rw, 5742733]
[paragraph, [437.0, 1396.0, 340.0, 36.0], 81TnN96-rw, 5742733]
[paragraph, [437.0, 1432.0, 340.0, 36.0], 81TnN96-rw, 5742733]
[paragraph, [83.0, 1380.0, 338.0, 36.0], shoonya_8sXE1QWBA96MNN, 5742733]
[paragraph, [83.0, 1416.0, 338.0, 36.0], shoonya_8sXE1QWBA96MNN, 5742733]
[paragraph, [83.0, 1452.0, 338.0, 36.0], shoonya_8sXE1QWBA96MNN, 5742733]
[paragraph, [800.0, 1437.0, 335.0, 36.0], shoonya_3s8BXJKCBWL823, 5742733]
[footnote, [746.0, 1578.0, 384.0, 36.0], 3Nf0nAqkep, 5742733]
