[1755, 1241]
[headline, [287.0, 246.0, 400.0, 37.5], shoonya_9sJSA21CHWBWPS, 5705486]
[headline, [287.0, 283.5, 400.0, 37.5], shoonya_9sJSA21CHWBWPS, 5705486]
[headline, [287.0, 321.0, 400.0, 37.5], shoonya_9sJSA21CHWBWPS, 5705486]
[headline, [282.0, 249.0, 408.0, 37.5], shoonya_11s9V7AIQ28NT4, 5705486]
[headline, [282.0, 286.5, 408.0, 37.5], shoonya_11s9V7AIQ28NT4, 5705486]
[headline, [282.0, 324.0, 408.0, 37.5], shoonya_11s9V7AIQ28NT4, 5705486]
[paragraph, [629.0, 452.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 488.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 524.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 560.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 596.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 632.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 668.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 704.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 740.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [629.0, 776.0, 424.0, 36.0], shoonya_0sY570DOM2FGYC, 5705486]
[paragraph, [186.0, 772.0, 421.0, 36.0], shoonya_2sT56FHHKISX9E, 5705486]
[paragraph, [186.0, 808.0, 421.0, 36.0], shoonya_2sT56FHHKISX9E, 5705486]
[paragraph, [186.0, 844.0, 421.0, 36.0], shoonya_2sT56FHHKISX9E, 5705486]
[paragraph, [186.0, 880.0, 421.0, 36.0], shoonya_2sT56FHHKISX9E, 5705486]
[paragraph, [186.0, 916.0, 421.0, 36.0], shoonya_2sT56FHHKISX9E, 5705486]
[paragraph, [631.0, 832.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [631.0, 868.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [631.0, 904.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [631.0, 940.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [631.0, 976.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [631.0, 1012.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [631.0, 1048.0, 421.0, 36.0], shoonya_1s4KUMIGFGQGTR, 5705486]
[paragraph, [188.0, 992.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [188.0, 1028.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [188.0, 1064.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [188.0, 1100.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [188.0, 1136.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [188.0, 1172.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [188.0, 1208.0, 419.0, 36.0], shoonya_3s8WIZZKBHGGAW, 5705486]
[paragraph, [631.0, 1117.0, 419.0, 36.0], shoonya_6sIESBRDXUMMAE, 5705486]
[paragraph, [631.0, 1153.0, 419.0, 36.0], shoonya_6sIESBRDXUMMAE, 5705486]
[paragraph, [631.0, 1189.0, 419.0, 36.0], shoonya_6sIESBRDXUMMAE, 5705486]
[paragraph, [631.0, 1247.0, 421.0, 36.0], shoonya_4sV6YFOZEMK03C, 5705486]
[paragraph, [631.0, 1283.0, 421.0, 36.0], shoonya_4sV6YFOZEMK03C, 5705486]
[paragraph, [631.0, 1319.0, 421.0, 36.0], shoonya_4sV6YFOZEMK03C, 5705486]
[paragraph, [631.0, 1355.0, 421.0, 36.0], shoonya_4sV6YFOZEMK03C, 5705486]
[paragraph, [631.0, 1391.0, 421.0, 36.0], shoonya_4sV6YFOZEMK03C, 5705486]
[paragraph, [188.0, 1278.0, 419.0, 36.0], shoonya_5sB9928FSAOVK5, 5705486]
[paragraph, [188.0, 1314.0, 419.0, 36.0], shoonya_5sB9928FSAOVK5, 5705486]
[paragraph, [188.0, 1350.0, 419.0, 36.0], shoonya_5sB9928FSAOVK5, 5705486]
[paragraph, [188.0, 1386.0, 419.0, 36.0], shoonya_5sB9928FSAOVK5, 5705486]
[paragraph, [188.0, 1422.0, 419.0, 36.0], shoonya_5sB9928FSAOVK5, 5705486]
[website-link, [145.0, 1551.0, 294.0, 18.0], shoonya_10sBXFKVQ03BDY, 5705486]
[website-link, [145.0, 1569.0, 294.0, 18.0], shoonya_10sBXFKVQ03BDY, 5705486]
