[2906, 2048]
[section-title, [236.0, 260.0, 1571.0, 79.5], shoonya_2sP5CERIETHH3B, 6474027]
[section-title, [236.0, 339.5, 1571.0, 79.5], shoonya_2sP5CERIETHH3B, 6474027]
[paragraph, [220.0, 521.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 567.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 614.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 660.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 707.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 753.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 800.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 846.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 893.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 939.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 986.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1032.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1079.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1125.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1172.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1218.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1265.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1311.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1358.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1404.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1451.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1497.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1544.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1590.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1637.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1683.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1730.0, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[paragraph, [220.0, 1776.5, 1597.0, 46.5], IeVfQr_tfL, 6474027]
[quote, [447.0, 1887.0, 373.0, 46.5], ylyvtjW-_d, 6474027]
[quote, [447.0, 1933.5, 373.0, 46.5], ylyvtjW-_d, 6474027]
[quote, [447.0, 1980.0, 373.0, 46.5], ylyvtjW-_d, 6474027]
[quote, [447.0, 2026.5, 373.0, 46.5], ylyvtjW-_d, 6474027]
[quote, [1303.0, 1887.0, 396.0, 46.5], b5OMyvUoZo, 6474027]
[quote, [1303.0, 1933.5, 396.0, 46.5], b5OMyvUoZo, 6474027]
