[1818, 1374]
[folio, [485.0, 108.0, 399.0, 36.0], shoonya_1sAZVO1FP6YUWQ, 5681989]
[paragraph, [114.0, 178.0, 563.0, 36.0], shoonya_3sNEZKRINOFLSA, 5681989]
[paragraph, [114.0, 214.0, 563.0, 36.0], shoonya_3sNEZKRINOFLSA, 5681989]
[paragraph, [702.0, 224.0, 563.0, 36.0], 0ARhBJAInx, 5681989]
[paragraph, [702.0, 260.0, 563.0, 36.0], 0ARhBJAInx, 5681989]
[paragraph, [702.0, 296.0, 563.0, 36.0], 0ARhBJAInx, 5681989]
[paragraph, [112.0, 267.0, 564.0, 36.0], shoonya_4sQ5S76LAMPH24, 5681989]
[paragraph, [112.0, 303.0, 564.0, 36.0], shoonya_4sQ5S76LAMPH24, 5681989]
[paragraph, [109.0, 352.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 388.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 424.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 460.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 496.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 532.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 568.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [109.0, 604.0, 569.0, 36.0], shoonya_5s0JKCAAOPN39L, 5681989]
[paragraph, [733.0, 396.0, 293.0, 36.0], h-kC06K6cv, 5681989]
[paragraph, [695.0, 480.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 516.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 552.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 588.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 624.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 660.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 696.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 732.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 768.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [695.0, 804.0, 568.0, 36.0], Rxs0RN5uG1, 5681989]
[paragraph, [108.0, 650.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 686.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 722.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 758.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 794.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 830.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 866.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 902.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 938.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 974.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1010.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1046.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1082.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1118.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1154.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1190.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1226.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1262.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1298.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1334.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1370.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [108.0, 1406.0, 568.0, 36.0], CfMOCg3URZ, 5681989]
[paragraph, [695.0, 908.0, 575.0, 36.0], pQ6cxOHfvx, 5681989]
[paragraph, [695.0, 944.0, 575.0, 36.0], pQ6cxOHfvx, 5681989]
[paragraph, [695.0, 980.0, 575.0, 36.0], pQ6cxOHfvx, 5681989]
[paragraph, [693.0, 1036.0, 578.0, 36.0], Od01cUlLkB, 5681989]
[paragraph, [693.0, 1072.0, 578.0, 36.0], Od01cUlLkB, 5681989]
[paragraph, [693.0, 1108.0, 578.0, 36.0], Od01cUlLkB, 5681989]
[paragraph, [693.0, 1144.0, 578.0, 36.0], Od01cUlLkB, 5681989]
[paragraph, [693.0, 1180.0, 578.0, 36.0], Od01cUlLkB, 5681989]
[paragraph, [700.0, 1292.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [700.0, 1328.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
[paragraph, [700.0, 1364.0, 570.0, 36.0], LY6dvr9zuR, 5681989]
