[2200, 1700]
[paragraph, [313.0, 77.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 113.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 149.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 185.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 221.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 257.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 293.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 329.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 365.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 401.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 437.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 473.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 509.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[paragraph, [313.0, 545.0, 1084.0, 36.0], shoonya_1s25H9NVR72P2O, 5731751]
[section-title, [317.0, 612.0, 698.0, 52.5], shoonya_2sAK8GKFJGMPB4, 5731751]
[paragraph, [312.0, 681.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 717.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 753.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 789.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 825.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 861.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 897.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 933.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 969.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1005.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1041.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1077.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1113.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1149.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1185.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1221.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1257.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1293.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1329.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1365.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1401.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1437.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1473.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1509.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1545.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1581.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1617.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1653.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1689.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1725.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1761.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1797.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1833.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1869.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[paragraph, [312.0, 1905.0, 1105.0, 36.0], shoonya_0sJ1W72P11W3TO, 5731751]
[folio, [445.0, 2021.0, 360.0, 36.0], Y8G9MhNTqT, 5731751]
