[3509, 2480]
[paragraph, [334.0, 393.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 445.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 498.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 550.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 603.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 655.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 708.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 760.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 813.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 865.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 918.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 970.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1023.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1075.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1128.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1180.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1233.0, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1285.5, 1817.0, 52.5], -A79ptBtEY, 5724211]
[paragraph, [334.0, 1418.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1470.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1523.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1575.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1628.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1680.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1733.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1785.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1838.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1890.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1943.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 1995.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2048.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2100.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2153.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2205.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2258.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2310.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2363.0, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[paragraph, [334.0, 2415.5, 1808.0, 52.5], Si_2QNDzXi, 5724211]
[footnote, [365.0, 2542.0, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2594.5, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2647.0, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2699.5, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2752.0, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2804.5, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2857.0, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2909.5, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 2962.0, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 3014.5, 1396.0, 52.5], XjkS7S7IY2, 5724211]
[footnote, [365.0, 3067.0, 1396.0, 52.5], XjkS7S7IY2, 5724211]
