[2339, 1654]
[folio, [1315.0, 64.0, 216.0, 36.0], qxCnmpPQii, 5751106]
[paragraph, [117.0, 117.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 153.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 189.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 225.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 261.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 297.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 333.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [117.0, 369.0, 1420.0, 36.0], 4jujZGHX0q, 5751106]
[paragraph, [256.0, 444.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 480.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 516.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 552.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 588.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 624.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 660.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[paragraph, [256.0, 696.0, 1147.0, 36.0], shoonya_3s9W55S0JISMVK, 5751106]
[reference, [978.0, 779.0, 404.0, 36.0], shoonya_2sCC1HGQNRTM3H, 5751106]
[paragraph, [111.0, 841.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 877.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 913.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 949.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 985.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1021.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1057.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1093.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1129.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1165.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1201.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1237.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1273.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1309.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1345.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1381.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1417.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1453.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [111.0, 1489.0, 1426.0, 36.0], shoonya_0s757F6KHY74XP, 5751106]
[paragraph, [109.0, 1547.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [109.0, 1583.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [109.0, 1619.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [109.0, 1655.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [109.0, 1691.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [109.0, 1727.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [109.0, 1763.0, 1433.0, 36.0], BTmdlHxXGs, 5751106]
[paragraph, [251.0, 1810.0, 1137.0, 36.0], -buto6qdIh, 5751106]
[paragraph, [251.0, 1846.0, 1137.0, 36.0], -buto6qdIh, 5751106]
[paragraph, [251.0, 1882.0, 1137.0, 36.0], -buto6qdIh, 5751106]
[paragraph, [251.0, 1918.0, 1137.0, 36.0], -buto6qdIh, 5751106]
[paragraph, [251.0, 1954.0, 1137.0, 36.0], -buto6qdIh, 5751106]
[reference, [863.0, 2014.0, 520.0, 36.0], WsW8YCM4Gb, 5751106]
[paragraph, [103.0, 2080.0, 1428.0, 36.0], -Wx9COK7jf, 5751106]
[paragraph, [103.0, 2116.0, 1428.0, 36.0], -Wx9COK7jf, 5751106]
[paragraph, [103.0, 2152.0, 1428.0, 36.0], -Wx9COK7jf, 5751106]
