[1300, 827]
[section-title, [341.0, 185.0, 160.0, 30.0], shoonya_1sC4IHIRELXIIU, 5749219]
[paragraph, [95.0, 276.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[paragraph, [95.0, 294.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[paragraph, [95.0, 312.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[paragraph, [95.0, 330.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[paragraph, [95.0, 348.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[paragraph, [95.0, 366.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[paragraph, [95.0, 384.0, 641.0, 18.0], rOIKdjxGKb, 5749219]
[ordered-list, [105.0, 418.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 436.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 454.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 472.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 490.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 508.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 526.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 544.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 562.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 580.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 598.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 616.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 634.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 652.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 670.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 688.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 706.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 724.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 742.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 760.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 778.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 796.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 814.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 832.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 850.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 868.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 886.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 904.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 922.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 940.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 958.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 976.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 994.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1012.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1030.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1048.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1066.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1084.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1102.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1120.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1138.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[ordered-list, [105.0, 1156.0, 631.0, 18.0], shoonya_0sYDQXK15MW1E5, 5749219]
[folio, [508.0, 1257.0, 266.0, 18.0], yeVIQJog2V, 5749219]
