[1744, 1332]
[headline, [139.0, 148.0, 850.0, 37.5], shoonya_7sCRY5LHBX7L28, 5772104]
[headline, [139.0, 185.5, 850.0, 37.5], shoonya_7sCRY5LHBX7L28, 5772104]
[headline, [139.0, 223.0, 850.0, 37.5], shoonya_7sCRY5LHBX7L28, 5772104]
[sub-headline, [997.0, 193.0, 171.0, 36.0], s1q6JI6SJs, 5772104]
[sub-headline, [997.0, 229.0, 171.0, 36.0], s1q6JI6SJs, 5772104]
[paragraph, [666.0, 294.0, 534.0, 36.0], shoonya_24s22NIC8FAU8C, 5772104]
[paragraph, [666.0, 330.0, 534.0, 36.0], shoonya_24s22NIC8FAU8C, 5772104]
[paragraph, [118.0, 298.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 334.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 370.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 406.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 442.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 478.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 514.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 550.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [118.0, 586.0, 541.0, 36.0], shoonya_5sIB8UATNBEU8U, 5772104]
[paragraph, [672.0, 430.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 466.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 502.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 538.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 574.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 610.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 646.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 682.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [672.0, 718.0, 533.0, 36.0], shoonya_8s73E92UXH2UBJ, 5772104]
[paragraph, [122.0, 651.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 687.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 723.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 759.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
[paragraph, [122.0, 795.0, 536.0, 36.0], shoonya_0sIHYF1UDI3NP0, 5772104]
