[2339, 1653]
[paragraph, [244.0, 244.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 280.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 316.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 352.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 388.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 424.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 460.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 496.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 532.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 568.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [244.0, 604.0, 1162.0, 36.0], shoonya_0sEODMIX8V2E0E, 5686305]
[paragraph, [246.0, 658.0, 402.0, 36.0], shoonya_1sD0UXRHNT6W5Q, 5686305]
[reference, [659.0, 667.0, 289.0, 36.0], PjnmZCl37w, 5686305]
[paragraph, [692.0, 731.0, 708.0, 36.0], xstyB_VoZ2, 5686305]
[paragraph, [239.0, 803.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 839.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 875.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 911.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 947.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 983.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1019.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1055.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1091.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1127.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1163.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1199.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1235.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1271.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1307.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1343.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1379.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1415.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1451.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1487.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1523.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1559.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1595.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1631.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1667.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1703.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1739.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1775.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1811.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1847.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1883.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1919.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1955.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 1991.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 2027.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
[paragraph, [239.0, 2063.0, 1173.0, 36.0], KvyqF45CO3, 5686305]
