[1298, 853]
[section-title, [334.0, 68.0, 190.0, 30.0], shoonya_0sV47L195MKCRR, 5710369]
[paragraph, [66.0, 110.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 128.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 146.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 164.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 182.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 200.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 218.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 236.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 254.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 272.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 290.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 308.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 326.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 344.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 362.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 380.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 398.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 416.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 434.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 452.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 470.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 488.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 506.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 524.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 542.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 560.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 578.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 596.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 614.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 632.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 650.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 668.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 686.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 704.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 722.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 740.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 758.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 776.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 794.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 812.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 830.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 848.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 866.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 884.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [66.0, 902.0, 728.0, 18.0], shoonya_1sJ1PMWK9BZD1D, 5710369]
[paragraph, [71.0, 935.0, 714.0, 18.0], shoonya_4sHCFVIKUBUGXZ, 5710369]
[paragraph, [71.0, 953.0, 714.0, 18.0], shoonya_4sHCFVIKUBUGXZ, 5710369]
[paragraph, [71.0, 971.0, 714.0, 18.0], shoonya_4sHCFVIKUBUGXZ, 5710369]
[paragraph, [71.0, 989.0, 714.0, 18.0], shoonya_4sHCFVIKUBUGXZ, 5710369]
[paragraph, [71.0, 1007.0, 714.0, 18.0], shoonya_4sHCFVIKUBUGXZ, 5710369]
[paragraph, [71.0, 1025.0, 714.0, 18.0], shoonya_4sHCFVIKUBUGXZ, 5710369]
[paragraph, [65.0, 1058.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1076.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1094.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1112.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1130.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1148.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1166.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1184.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
[paragraph, [65.0, 1202.0, 719.0, 18.0], shoonya_3s0HAEXMVZOG63, 5710369]
