[888, 612]
[section-title, [201.0, 16.0, 129.0, 30.0], AIU4H_jvUU, 6460481]
[paragraph, [76.0, 76.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [76.0, 94.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [76.0, 112.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [76.0, 130.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [76.0, 148.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [76.0, 166.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [76.0, 184.0, 316.0, 18.0], SiyKXQ6wzn, 6460481]
[paragraph, [71.0, 224.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 242.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 260.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 278.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 296.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 314.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 332.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [71.0, 350.0, 287.0, 18.0], rlAuDhkN2d, 6460481]
[paragraph, [76.0, 382.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [76.0, 400.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [76.0, 418.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [76.0, 436.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [76.0, 454.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [76.0, 472.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [76.0, 490.0, 306.0, 18.0], -RiCv2nu-w, 6460481]
[paragraph, [71.0, 533.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 551.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 569.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 587.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 605.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 623.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 641.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [71.0, 659.0, 308.0, 18.0], 4ycK9BALyz, 6460481]
[paragraph, [87.0, 690.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 708.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 726.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 744.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 762.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 780.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 798.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
[paragraph, [87.0, 816.0, 307.0, 18.0], shoonya_0sEIBEX38IX6VR, 6460481]
