[792, 612]
[contact-info, [67.0, 165.0, 228.0, 18.0], z6iXi4jPTp, 5760299]
[contact-info, [67.0, 183.0, 228.0, 18.0], z6iXi4jPTp, 5760299]
[contact-info, [67.0, 201.0, 228.0, 18.0], z6iXi4jPTp, 5760299]
[contact-info, [67.0, 219.0, 228.0, 18.0], z6iXi4jPTp, 5760299]
[paragraph, [67.0, 257.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 275.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 293.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 311.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 329.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 347.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 365.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 383.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 401.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[paragraph, [67.0, 419.0, 478.0, 18.0], shoonya_1sCDRM1AOEX9XS, 5760299]
[folio, [346.0, 447.0, 197.0, 18.0], shoonya_4sK98HWZX5MWVM, 5760299]
[folio, [346.0, 465.0, 197.0, 18.0], shoonya_4sK98HWZX5MWVM, 5760299]
[paragraph, [67.0, 505.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 523.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 541.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 559.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 577.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 595.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 613.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 631.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 649.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 667.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
[paragraph, [67.0, 685.0, 476.0, 18.0], shoonya_3sJ3CTN3XG1DNZ, 5760299]
